,CRRALL,CRRINT,DAVG,DINTAVG,DRRALL,DRRINT,GEO_ID
43,27.7,8.8,1.8,0.5,1.8,0.5,0500000US05087
44,21.4,12.6,1.2,0.7,1.2,0.7,0500000US05089
45,30.5,19.5,1.5,0.7,1.4,0.8,0500000US05091
46,30,16.1,1.6,0.6,1.6,0.6,0500000US05093
47,24.5,8.9,1,0.3,1.1,0.4,0500000US05095
48,23.7,7,1.2,0.3,1.2,0.3,0500000US05097
49,32.8,11.3,1.7,0.5,1.5,0.6,0500000US05099
50,3,2.2,0.8,0.7,0.8,0.7,0500000US05101
51,36.5,14.6,2,0.7,2,0.6,0500000US05103
52,34.5,11.7,1.7,0.4,1.6,0.4,0500000US05105
53,26.8,11.9,1.2,0.5,1.3,0.5,0500000US05107
54,27.5,8.9,1.2,0.3,1.2,0.3,0500000US05109
55,34.7,15.9,1.9,0.4,1.8,0.5,0500000US05111
56,29.9,14.7,1.4,0.5,1.4,0.5,0500000US05113
57,33.3,29.6,1.3,1.1,1.3,1.1,0500000US05115
58,21.2,8.7,0.8,0.4,0.9,0.4,0500000US05117
59,26.7,10.1,1.5,0.6,1.6,0.6,0500000US05039
60,35.3,30.5,1.3,1,1.3,1,0500000US05119
61,36.5,17.5,2,0.6,2,0.6,0500000US05121
62,24.4,11.1,1.5,0.4,1.5,0.4,0500000US05123
63,35.7,31.1,1.3,1,1.2,1,0500000US05125
64,27.1,8.9,1.9,0.6,1.8,0.5,0500000US05127
65,22.8,6.3,1.4,0.5,1.3,0.5,0500000US05129
66,36.4,27.6,1.5,1,1.6,1,0500000US05131
67,30.5,12.6,1.4,0.6,1.4,0.6,0500000US05133
68,32.7,11.5,1.6,0.4,1.6,0.4,0500000US05135
69,30.4,9.5,1.6,0.3,1.6,0.3,0500000US05137
70,34.7,16.7,1.8,0.8,1.8,0.8,0500000US05139
71,28.6,8.9,1.7,0.4,1.7,0.4,0500000US05141
72,34.3,32.3,1.2,1.1,1.3,1.2,0500000US05143
73,33.2,24.2,1.4,0.8,1.4,0.8,0500000US05145
74,18,5.8,1,0.3,1,0.2,0500000US05147
75,26.2,9.5,1.5,0.5,1.5,0.5,0500000US05149
1,35.5,33.6,1.6,1.4,1.6,1.5,0500000US08001
2,29.2,24,1.1,0.9,1.2,0.8,0500000US08003
3,40.5,39.2,1.7,1.7,1.7,1.6,0500000US08005
4,15.6,15.5,0.6,0.6,0.6,0.6,0500000US08007
5,23.3,7.5,1.7,0.4,1.7,0.4,0500000US08009
6,36.8,11.5,2,0.3,2.1,0.3,0500000US08011
7,42.5,42.3,1.9,1.9,1.9,1.9,0500000US08013
8,42.5,42.3,1.8,1.8,1.8,1.8,0500000US08014
9,28.6,27.1,1.1,1.1,1.2,1.1,0500000US08015
10,8.2,2.8,0.4,0.2,0.4,0.2,0500000US08017
11,20,19.9,0.9,0.9,0.9,0.9,0500000US08019
12,10.2,3.3,0.8,0.1,0.8,0.1,0500000US08021
13,3,1.3,0.3,0.2,0.3,0.2,0500000US08023
14,30.8,8.4,1.5,0.2,1.6,0.2,0500000US08025
15,12.7,12.5,0.3,0.3,0.3,0.3,0500000US08027
16,36.9,18.1,2.6,0.7,2.8,0.7,0500000US08029
17,35.7,34,1.5,1.4,1.5,1.4,0500000US08031
18,6.1,3.6,0.4,0.1,0.4,0.1,0500000US08033
19,44,43.9,2.1,2.1,2.1,2.1,0500000US08035
20,8.5,8.4,0.6,0.6,0.6,0.6,0500000US08037
21,38.8,36.8,1.5,1.4,1.6,1.5,0500000US08039
22,40.6,39.6,1.5,1.5,1.5,1.5,0500000US08041
23,39.2,24.2,1.7,0.9,1.9,0.9,0500000US08043
24,33.3,33,1.5,1.5,1.5,1.5,0500000US08045
25,20,20,1.1,1.1,1.1,1.1,0500000US08047
26,1.6,1.6,0.2,0.2,0.2,0.2,0500000US08049
27,15.1,15,0.8,0.8,0.7,0.7,0500000US08051
28,2.5,2.5,0,0,0,0,0500000US08053
29,16.5,8.4,1.1,0.5,1.1,0.5,0500000US08055
30,2.8,1.5,0.2,0.1,0.2,0.1,0500000US08057
31,43.8,43.3,1.8,1.8,1.8,1.8,0500000US08059
32,17.8,5.7,1.1,0.2,1.1,0.2,0500000US08061
33,26.5,22,0.9,0.6,0.8,0.6,0500000US08063
34,21.6,21.2,0.8,0.8,0.8,0.8,0500000US08065
35,25.2,25,1.1,1.1,1.1,1.1,0500000US08067
36,38.1,37.7,1.6,1.6,1.6,1.6,0500000US08069
37,26.5,11.1,1.9,0.5,1.9,0.4,0500000US08071
38,16.5,8.3,0.8,0.2,0.7,0.2,0500000US08073
39,38.8,27.4,1.4,0.8,1.4,0.9,0500000US08075
40,39.3,37.6,1.6,1.5,1.6,1.5,0500000US08077
41,5,4.8,0.2,0.1,0.2,0.1,0500000US08079
42,26.4,25,1,0.9,1.1,1.1,0500000US08081
43,30,29.6,1,1,1.1,1.1,0500000US08083
44,36.1,27.7,1.9,1,1.9,1,0500000US08085
45,12.1,12,1,1,0.7,0.7,0500000US08093
46,32.2,28.5,1.3,0.8,1.2,1,0500000US08087
47,33.5,21,1.9,0.7,1.7,0.7,0500000US08089
48,19.1,19,1,1,0.8,0.8,0500000US08091
49,41.3,30.3,1.9,1.5,1.8,1.5,0500000US08095
50,14.5,14.5,0.9,0.9,0.8,0.8,0500000US08097
51,26.7,18.2,1.4,0.6,1.3,0.7,0500000US08099
52,36.4,26,1.8,1,1.8,1,0500000US08101
53,17.6,17.3,1.2,1.2,1,1,0500000US08103
54,26.7,13.9,1.5,0.7,1.5,0.7,0500000US08105
55,12.1,12.1,0.6,0.6,0.6,0.6,0500000US08107
56,7.3,3.2,0.3,0.1,0.2,0.1,0500000US08109
57,2.6,2.6,0.2,0.2,0.2,0.2,0500000US08111
58,6.5,6.3,0.4,0.3,0.4,0.4,0500000US08113
59,35,12.3,2.2,0.9,2.2,0.9,0500000US08115
60,7.1,7.1,0.4,0.4,0.4,0.4,0500000US08117
61,26.8,26.7,1.4,1.4,1.3,1.3,0500000US08119
62,36.6,11.7,2.2,0.4,2.2,0.4,0500000US08121
63,34.9,32.9,1.7,1.4,1.6,1.4,0500000US08123
64,43,14.7,2.7,0.6,2.7,0.6,0500000US08125
1,36.5,34.8,1.9,1.8,1.9,1.8,0500000US10003
2,29.9,24.7,1.5,1.2,1.4,1.1,0500000US10005
3,36.2,31.7,1.9,1.6,1.9,1.7,0500000US10001
1,42.4,35.6,1.9,1.4,1.9,1.5,0500000US01001
2,30.8,25.3,1.6,1.2,1.4,1.1,0500000US01003
3,32.9,17.2,1.7,0.8,1.7,0.8,0500000US01005
4,35.7,14.6,2.4,0.6,2.4,0.6,0500000US01007
5,37.4,23.7,1.8,0.8,1.8,0.8,0500000US01009
6,31.2,12.6,2.3,0.8,2.3,0.9,0500000US01011
7,35.9,15.6,2.5,0.7,2.4,0.7,0500000US01013
8,37.7,27.1,1.7,1,1.7,1.1,0500000US01015
9,35.9,18,2,0.8,1.9,0.8,0500000US01017
10,25.8,9,1.6,0.7,1.6,0.7,0500000US01019
11,36.6,19.5,1.9,0.7,2,0.7,0500000US01021
12,34.1,10.4,1.7,0.5,1.7,0.5,0500000US01023
13,34.1,13.2,1.8,0.5,1.8,0.5,0500000US01025
14,36.6,12.1,2,0.5,2,0.5,0500000US01027
15,34,11.8,1.9,0.6,2,0.6,0500000US01029
16,34.7,25.6,1.7,1.1,1.6,1.1,0500000US01031
17,38.9,25.8,1.8,1,1.8,1.1,0500000US01033
18,30.6,9.8,1.8,0.5,1.8,0.4,0500000US01035
19,16.9,6.7,1.6,0.7,1.6,0.8,0500000US01037
20,35.5,13.7,2.1,0.8,2.1,0.7,0500000US01039
21,33.5,11.4,1.7,0.5,1.9,0.5,0500000US01041
22,36.1,22,1.9,0.9,1.9,0.9,0500000US01043
23,33.5,21.5,1.7,0.9,1.7,0.9,0500000US01045
24,36.2,15.6,1.9,0.7,1.9,0.6,0500000US01047
25,30.7,11.7,1.7,0.7,1.7,0.7,0500000US01049
26,37.5,34.2,1.5,1.3,1.5,1.3,0500000US01051
27,34.9,18.5,2,0.9,2,0.9,0500000US01053
28,39,25.6,1.8,0.8,1.8,0.9,0500000US01055
29,39.3,11.2,2.2,0.4,2.2,0.4,0500000US01057
30,36.2,11.6,2.1,0.6,2.1,0.6,0500000US01059
31,36.4,12,2.1,0.7,2.2,0.7,0500000US01061
32,24.7,9.5,1.4,0.5,1.3,0.5,0500000US01063
33,33.1,13.2,1.5,0.4,1.6,0.5,0500000US01065
34,31,19,1.6,0.9,1.6,0.9,0500000US01067
35,36.4,26.5,1.7,1.1,1.7,1.1,0500000US01069
36,35.2,20.4,1.7,0.8,1.7,0.8,0500000US01071
37,37,29.6,1.7,1.1,1.7,1.1,0500000US01073
38,37,11.7,2,0.4,2,0.4,0500000US01075
39,40.4,24.5,1.7,0.9,1.8,0.9,0500000US01077
40,42.6,15.3,2.5,0.6,2.5,0.6,0500000US01079
41,32.7,30.5,1.4,1.2,1.4,1.3,0500000US01081
42,34.2,30.6,1.3,1.1,1.3,1.1,0500000US01083
43,29.5,11.9,1.8,0.5,1.7,0.5,0500000US01085
44,29.8,11.5,1.7,0.5,1.7,0.5,0500000US01087
45,42.7,39.8,1.6,1.4,1.6,1.4,0500000US01089
46,30.8,12.1,1.7,0.5,1.7,0.5,0500000US01091
47,37.5,12.1,2.2,0.7,2.1,0.7,0500000US01093
48,36.2,27.6,1.5,1,1.5,1.1,0500000US01095
49,35.3,27.3,1.6,1.1,1.6,1.1,0500000US01097
50,31.5,12.7,1.3,0.5,1.4,0.5,0500000US01099
51,37.3,28.2,1.7,1,1.7,1.1,0500000US01101
52,41.1,31.2,1.8,1.2,1.8,1.2,0500000US01103
53,19.2,9.4,1,0.5,1,0.5,0500000US01105
54,36.8,13.5,1.7,0.5,1.8,0.6,0500000US01107
55,28.5,15.1,1.4,0.6,1.4,0.6,0500000US01109
56,30.9,13.7,2,0.8,2,0.8,0500000US01111
57,34.2,21.1,1.9,1,1.9,1,0500000US01113
58,39.1,31.7,1.6,1,1.5,1,0500000US01115
59,42.7,41.8,1.7,1.5,1.6,1.5,0500000US01117
60,20.1,8.5,1.4,0.5,1.5,0.5,0500000US01119
61,32.4,16,1.9,0.5,1.9,0.6,0500000US01121
62,32.6,21.4,1.5,0.8,1.4,0.8,0500000US01123
63,33.4,28.9,1.5,1.1,1.4,1.2,0500000US01125
64,23.1,9.9,1.2,0.4,1.2,0.4,0500000US01131
65,30,12.9,2.1,0.7,1.9,0.7,0500000US01133
66,34.6,15.8,2.1,0.7,2.1,0.7,0500000US01127
67,23.4,9.4,1.7,0.5,1.5,0.4,0500000US01129
1,27,9.4,2,0.2,2,0.2,0500000US13001
2,16.4,6.8,1.6,0.5,1.4,0.4,0500000US13003
3,29,14.4,1.9,0.7,2,0.7,0500000US13005
4,19.1,7.2,1.4,0.1,1.4,0.1,0500000US13007
5,24.8,19.7,1.4,0.9,1.3,0.9,0500000US13009
6,35.5,19.2,1.8,0.8,1.8,0.8,0500000US13011
7,35.9,35.6,1.6,1.6,1.6,1.6,0500000US13013
8,32.6,31.4,1.4,1.2,1.3,1.2,0500000US13015
9,29.2,13.5,1.8,0.5,2,0.5,0500000US13017
10,30.3,14.8,2,0.8,2,0.8,0500000US13019
11,26.3,21.8,1.4,1.1,1.4,1.1,0500000US13031
12,25.6,11.3,1.6,0.4,1.8,0.5,0500000US13025
13,28.7,11,1.8,0.4,1.8,0.4,0500000US13027
14,31.8,29.1,1.4,1.2,1.5,1.3,0500000US13029
15,27.4,11.4,1.8,0.6,1.8,0.6,0500000US13033
16,29.7,29.1,1.3,1.3,1.2,1.2,0500000US13035
17,14.5,6.6,0.8,0.2,0.9,0.2,0500000US13037
18,33.1,31.1,1.2,1.1,1.3,1.1,0500000US13039
19,29.9,12.5,2,0.6,2.1,0.6,0500000US13043
20,34.6,30.3,1.5,1.2,1.5,1.2,0500000US13045
21,35,31.7,1.6,1.4,1.6,1.4,0500000US13047
22,28.2,10.9,1.7,0.3,1.7,0.3,0500000US13049
23,21.2,16.3,0.9,0.7,1,0.7,0500000US13053
24,31.8,14.8,1.8,0.6,1.8,0.7,0500000US13055
25,33.8,33.6,1.4,1.4,1.4,1.4,0500000US13057
26,31.6,30,1.5,1.4,1.5,1.4,0500000US13059
27,18.9,6.9,1.5,0.4,1.5,0.4,0500000US13061
28,24.6,10.2,1.8,0.5,2,0.5,0500000US13065
29,35.5,34.8,1.7,1.7,1.7,1.7,0500000US13067
30,27.7,13.5,1.9,0.6,1.9,0.6,0500000US13069
31,31.3,15.3,2,0.5,2,0.6,0500000US13071
32,37.8,36.5,1.8,1.8,1.8,1.8,0500000US13073
33,29.7,16.4,1.8,0.5,1.6,0.5,0500000US13075
34,26.3,21.4,1.7,1.3,1.8,1.3,0500000US13079
35,31,13,1.9,0.6,1.9,0.6,0500000US13081
36,28.5,28.3,1.1,1.1,1.1,1.1,0500000US13085
37,29.7,15.7,1.8,0.4,1.8,0.5,0500000US13087
38,27.2,12.6,1.9,0.7,1.9,0.7,0500000US13091
39,18.2,6.7,1.3,0.3,1.2,0.3,0500000US13093
40,36.6,23,1.8,0.8,1.8,0.8,0500000US13095
41,23.6,9.8,1.4,0.3,1.4,0.3,0500000US13099
42,24.9,8.5,2.2,0.4,2.2,0.4,0500000US13101
43,33.9,14.5,2.1,0.6,2.1,0.6,0500000US13105
44,29.3,11.9,1.9,0.6,1.9,0.5,0500000US13107
45,24.7,10.6,2,0.8,1.9,0.7,0500000US13109
46,42.1,41.8,1.5,1.5,1.5,1.5,0500000US13113
47,33.5,28.2,1.5,1.1,1.6,1.1,0500000US13115
48,38.5,38.3,1.8,1.8,1.8,1.8,0500000US13117
49,31.9,29.7,1.6,1.4,1.6,1.4,0500000US13121
50,22.6,19.1,1.3,0.9,1.2,0.9,0500000US13123
51,29,22,1.6,1,1.6,1.1,0500000US13021
52,35.7,14.1,1.9,0.6,1.9,0.6,0500000US13023
53,31,24.5,1.6,1,1.6,1,0500000US13127
54,31.2,24.7,1.6,1.2,1.5,1.1,0500000US13129
55,30.1,14.4,2,0.6,2,0.6,0500000US13131
56,36.1,35.8,1.8,1.8,1.8,1.8,0500000US13135
57,31,25.3,1.5,1.2,1.5,1.1,0500000US13137
58,33.4,31.3,1.5,1.4,1.5,1.4,0500000US13139
59,38.2,19.9,2.3,0.8,2.2,0.8,0500000US13143
60,34.9,32.4,1.8,1.6,1.8,1.7,0500000US13145
61,42.9,15.7,2.9,0.6,3,0.6,0500000US13149
62,36.5,35.9,1.5,1.5,1.5,1.4,0500000US13151
63,38.2,35.3,1.9,1.7,1.9,1.7,0500000US13153
64,35.1,34.8,1.4,1.4,1.4,1.4,0500000US13157
65,29.8,25.9,1.6,1.3,1.6,1.3,0500000US13159
66,16,5.5,1,0.4,1,0.4,0500000US13165
67,29.5,10.6,1.7,0.7,1.7,0.7,0500000US13167
68,36.6,22.5,2.4,0.6,2.2,0.8,0500000US13171
69,26.5,13,1.5,0.4,1.6,0.4,0500000US13173
70,34.8,33.5,1.3,1.2,1.3,1.2,0500000US13177
71,27.9,26.9,1,0.9,1,1,0500000US13179
72,33.2,10.7,1.9,0.5,1.9,0.5,0500000US13181
73,32,31.8,1.2,1.2,1.2,1.2,0500000US13187
74,11.9,8.7,0.6,0.4,0.7,0.4,0500000US13191
75,21.6,8.6,1.3,0.5,1.4,0.5,0500000US13193
76,31.6,26.4,1.9,1.4,1.7,1.3,0500000US13195
77,34.2,15.3,2,0.6,2.1,0.6,0500000US13199
78,35.9,12.7,2,0.3,2,0.3,0500000US13201
79,33.9,21.9,1.8,0.9,1.9,1,0500000US13207
80,21.7,13.3,1.6,0.6,1.4,0.7,0500000US13209
81,30.1,27,1.2,1,1.2,1,0500000US13211
82,28.6,16,1.7,0.7,1.7,0.7,0500000US13213
83,33.8,25.5,1.6,1,1.7,1.1,0500000US13215
84,35.1,29.5,1.9,1.4,1.9,1.4,0500000US13217
85,37.3,37,1.3,1.3,1.4,1.4,0500000US13219
86,31.5,25.6,1.4,1,1.4,1,0500000US13221
87,36.8,36.5,1.4,1.4,1.4,1.4,0500000US13223
88,32.7,23.4,1.8,1.1,1.9,1.1,0500000US13225
89,25.3,22.8,1.5,1.3,1.5,1.3,0500000US13227
90,36.3,16.5,2.5,0.6,2.6,0.7,0500000US13229
91,36.1,26,1.9,1.1,1.9,1.1,0500000US13231
92,26.5,17.7,1.5,0.7,1.5,0.6,0500000US13233
93,24,17.9,1.2,0.6,1.1,0.7,0500000US13235
94,25.5,21.8,0.9,0.8,1,0.8,0500000US13237
95,30.7,29.4,1.6,1.5,1.6,1.5,0500000US13247
96,19.4,11.4,1.1,0.6,1.1,0.6,0500000US13241
97,22.6,9.3,1.5,0.2,1.7,0.2,0500000US13243
98,32.7,25.4,1.7,1.1,1.7,1.2,0500000US13245
99,24.3,10.2,1.6,0.6,1.5,0.6,0500000US13249
100,29.9,11.6,2,0.6,2.1,0.6,0500000US13251
101,23.8,9.7,1.3,0.3,1.3,0.2,0500000US13253
102,37.9,26.4,1.9,0.9,1.9,1,0500000US13255
103,28.6,22.6,1.3,0.9,1.4,0.9,0500000US13257
104,15.8,6,1.1,0.3,1.1,0.3,0500000US13259
105,36.6,18.1,1.9,0.5,2,0.5,0500000US13261
106,20.5,6.9,1.5,0.5,1.6,0.5,0500000US13263
107,26.9,8.6,2.1,0.5,2.1,0.5,0500000US13265
108,21.7,12.3,1.2,0.5,1.2,0.5,0500000US13267
109,20.1,6.8,1.3,0.2,1.3,0.2,0500000US13269
110,14.9,6.2,1,0.2,1,0.3,0500000US13271
111,28.1,13,1.3,0.3,1.4,0.3,0500000US13273
112,34.1,22,2,1,2,1,0500000US13275
113,31.1,24.3,1.7,1.1,1.6,1.1,0500000US13277
114,30.2,13.4,1.8,0.6,1.8,0.6,0500000US13279
115,26.5,18.6,1.5,0.8,1.4,0.9,0500000US13281
116,30.7,11.9,2.6,0.6,2,0.5,0500000US13283
117,35,25.6,1.5,0.9,1.6,0.9,0500000US13285
118,30.3,19.1,1.7,0.7,1.6,0.7,0500000US13287
119,22.3,14,1.4,0.9,1.5,0.8,0500000US13289
120,31.4,25.7,1.4,1.1,1.3,1.1,0500000US13291
121,38.3,23.2,1.9,0.8,1.9,0.9,0500000US13293
122,32,24.7,1.6,1.2,1.6,1.1,0500000US13295
123,37.1,32.6,1.9,1.3,1.8,1.3,0500000US13297
124,35.4,18.2,2.1,0.6,2.2,0.6,0500000US13299
125,31,9.3,1.5,0.2,1.5,0.2,0500000US13301
126,27.1,13.1,1.7,0.6,1.7,0.6,0500000US13303
127,34.6,13.8,2.6,0.7,2.6,0.7,0500000US13305
128,23.1,8.8,1.6,0.3,1.6,0.3,0500000US13307
129,13.8,5.8,1.1,0.4,1.1,0.4,0500000US13309
130,22.6,22.4,1.1,1.1,1.1,1.1,0500000US13311
131,28,22.1,1.4,1,1.4,1,0500000US13313
132,21,10,1.2,0.7,1.3,0.6,0500000US13315
133,26.7,9.4,1.8,0.5,1.8,0.5,0500000US13317
134,29.3,11.2,2,0.7,2,0.7,0500000US13319
135,14.5,4.6,0.8,0.1,0.8,0.1,0500000US13239
136,36.5,14.3,2,0.4,1.9,0.4,0500000US13321
137,37.1,35.9,1.5,1.5,1.6,1.5,0500000US13077
138,30.2,16.6,1.7,0.9,1.8,0.9,0500000US13083
139,33.5,32,1.7,1.6,1.7,1.6,0500000US13089
140,34.8,33.8,1.6,1.5,1.6,1.5,0500000US13097
141,30.1,28.7,1.2,1.2,1.3,1.2,0500000US13103
142,20.2,10.1,1.3,0.6,1.3,0.6,0500000US13111
143,30.7,15.5,1.8,0.7,1.8,0.7,0500000US13119
144,30.7,9.8,1.5,0.4,1.5,0.4,0500000US13125
145,31.3,25.1,1.3,0.7,1.3,0.8,0500000US13133
146,13.6,4.5,0.9,0.3,0.9,0.3,0500000US13141
147,31,23.1,1.4,0.8,1.4,0.9,0500000US13147
148,30.3,12.2,2,0.3,2,0.3,0500000US13155
149,30.6,12.5,2.1,0.3,2.2,0.4,0500000US13161
150,33.6,24.8,1.9,1.3,2,1.2,0500000US13169
151,30.9,18.1,2,0.9,2,0.9,0500000US13175
152,23.1,15.4,1.2,0.6,1.3,0.6,0500000US13183
153,34.9,17.3,1.7,0.7,1.8,0.8,0500000US13189
154,19.9,7.6,1,0.2,1,0.2,0500000US13197
155,34.2,13.1,2.4,0.6,2.5,0.6,0500000US13205
156,29.3,26.7,1.3,1,1.3,1.1,0500000US13051
157,30.9,11.2,2,0.7,2,0.7,0500000US13163
158,32.2,28.3,1.5,1.1,1.5,1.1,0500000US13063
159,30.2,25.2,1.7,1.2,1.6,1.2,0500000US13185
1,32,29.6,1.6,1.4,1.6,1.4,0500000US11001
1,34.1,32.3,1.5,1.3,1.5,1.4,0500000US12001
2,34.1,14.1,2.1,0.6,2.1,0.6,0500000US12003
3,23.4,21.2,1.1,0.9,1,0.9,0500000US12005
4,34.2,12.5,2.2,0.5,2.2,0.5,0500000US12007
5,38.1,33.6,1.8,1.4,1.8,1.5,0500000US12009
6,32.3,28.2,1.6,1.4,1.6,1.3,0500000US12011
7,26.7,9.4,2,0.5,2,0.4,0500000US12013
8,40.7,31,1.9,1.2,1.8,1.1,0500000US12015
9,44.1,25,2.2,0.9,2.2,0.9,0500000US12017
10,38.2,35.4,1.5,1.3,1.5,1.3,0500000US12019
11,31.1,27.7,1.3,1.1,1.2,1.1,0500000US12021
12,31.8,19.8,1.7,0.7,1.8,0.7,0500000US12023
13,27.7,11.3,1.6,0.5,1.5,0.4,0500000US12027
14,16.6,4.6,1.1,0.1,1.1,0.1,0500000US12029
15,35.3,30.8,1.7,1.3,1.7,1.3,0500000US12031
16,34.9,30,1.8,1.4,1.7,1.4,0500000US12033
17,39.6,33.4,1.7,1.3,1.7,1.3,0500000US12035
18,14,11.1,0.7,0.5,0.8,0.6,0500000US12037
19,31.3,18.4,2,0.6,1.9,0.6,0500000US12039
20,33.7,16.3,1.9,0.7,1.9,0.6,0500000US12041
21,18.6,6.2,1.1,0.2,1.1,0.2,0500000US12043
22,15.9,9.8,1,0.4,0.9,0.4,0500000US12045
23,25.9,9.3,1.5,0.3,1.8,0.4,0500000US12047
24,23.8,9.1,0.9,0.3,0.9,0.3,0500000US12049
25,18.2,14.1,0.8,0.6,0.8,0.6,0500000US12051
26,44.1,29.5,2.2,1.2,2.2,1.3,0500000US12053
27,38.9,18.1,2.2,0.7,2.2,0.7,0500000US12055
28,34.9,31.6,1.5,1.3,1.5,1.3,0500000US12057
29,34.3,30.1,1.4,1.2,1.4,1.1,0500000US12071
30,26.1,18.3,1.5,0.6,1.4,0.7,0500000US12065
31,26,8.2,1.5,0.3,1.5,0.3,0500000US12067
32,36.4,28.3,1.6,1.1,1.6,1.1,0500000US12069
33,33.1,30.8,1.7,1.5,1.7,1.5,0500000US12073
34,31,14.1,1.9,0.6,1.9,0.6,0500000US12075
35,17.3,6.2,1.2,0.2,1.3,0.2,0500000US12077
36,26,10.9,1.6,0.5,1.6,0.4,0500000US12079
37,34.9,27.6,1.5,1,1.5,1,0500000US12081
38,39.8,28.5,1.9,1,1.9,1,0500000US12083
39,37.6,31.3,1.7,1.1,1.7,1.2,0500000US12085
40,28.8,24.7,1.5,1.2,1.4,1.2,0500000US12086
41,23.2,22,1,0.9,1,1,0500000US12087
42,33,28.5,1.7,1.1,1.6,1.2,0500000US12089
43,32.2,31,1.5,1.5,1.5,1.4,0500000US12091
