,CRRALL,CRRINT,DAVG,DINTAVG,DRRALL,DRRINT,GEO_ID
73,19.5,13,2.6,1.3,2.7,1.4,0500000US05145
74,12.3,3,3.1,0.3,2.8,0.3,0500000US05147
75,17.9,5.5,3.2,0.3,3.2,0.3,0500000US05149
1,18.9,17.7,2.1,1.9,2.1,1.9,0500000US08001
2,17.1,13.6,1.7,1.4,1.6,1.1,0500000US08003
3,22,21,2.6,2.6,2.6,2.5,0500000US08005
4,7.7,7.6,1.2,1.2,1.3,1.3,0500000US08007
5,14.9,3.9,1.9,0.2,2,0.2,0500000US08009
6,24.8,6.4,2.8,0.3,2.9,0.3,0500000US08011
7,23,22.9,2.8,2.8,2.8,2.8,0500000US08013
8,20.6,20.6,3.1,3.1,3.2,3.2,0500000US08014
9,17.6,16.5,1.5,1.3,1.5,1.4,0500000US08015
10,5.5,1.1,0.9,0.1,0.9,0.1,0500000US08017
11,10.5,10.4,0.9,0.9,0.9,0.9,0500000US08019
12,6.1,1.5,1.1,0.1,1.2,0.1,0500000US08021
13,1.9,0.6,0.3,0,0.3,0,0500000US08023
14,20.4,5,2.5,0.2,2.6,0.2,0500000US08025
15,6.7,6.6,0.8,0.7,0.8,0.7,0500000US08027
16,20.7,10,5,0.9,5.3,0.8,0500000US08029
17,20.7,19.5,2.1,1.9,2,1.9,0500000US08031
18,3,1.4,0.3,0.2,0.3,0.2,0500000US08033
19,18.4,18.4,4,4,4,4,0500000US08035
20,3.6,3.6,0.5,0.5,0.5,0.5,0500000US08037
21,18.7,17.3,2.7,2.5,3,2.8,0500000US08039
22,22.3,21.7,2.3,2.3,2.4,2.3,0500000US08041
23,26.2,14.9,2.5,1.3,2.7,1.2,0500000US08043
24,17.9,17.7,1.9,1.9,1.9,1.9,0500000US08045
25,9.4,9.4,1.3,1.3,1.3,1.3,0500000US08047
26,0.5,0.5,0.1,0.1,0,0,0500000US08049
27,8.3,8.2,0.9,0.9,0.7,0.7,0500000US08051
28,1.4,1.4,0.1,0.1,0.1,0.1,0500000US08053
29,10.7,4.9,1.6,0.5,1.6,0.5,0500000US08055
30,1.4,0.4,0.3,0,0.3,0,0500000US08057
31,22.2,21.8,3.2,3.1,3.1,3.1,0500000US08059
32,11.6,3.2,2,0,2,0,0500000US08061
33,18.1,14.8,1.2,0.6,1.1,0.6,0500000US08063
34,11.3,11,0.7,0.7,0.7,0.7,0500000US08065
35,13,12.9,1.9,1.9,1.9,1.9,0500000US08067
36,18.4,18.2,3.1,3.1,3.1,3.1,0500000US08069
37,16,5.8,2.6,0.5,2.5,0.4,0500000US08071
38,10.8,4.9,1.4,0.5,1.4,0.5,0500000US08073
39,25.8,17.4,1.7,1,1.8,1,0500000US08075
40,21.9,20.9,2.5,2.2,2.6,2.2,0500000US08077
41,2.9,2.8,0.2,0.2,0.2,0.2,0500000US08079
42,13.2,12.3,1.6,1.1,1.5,1.2,0500000US08081
43,17.1,16.7,1.9,1.9,2.1,2.1,0500000US08083
44,20.1,14.7,4.5,1.8,4.3,1.9,0500000US08085
45,19.8,17.3,1.5,1.1,1.5,1.2,0500000US08087
46,22.3,13.2,2.6,0.7,2.2,0.8,0500000US08089
47,8.6,8.5,2,2,1.4,1.4,0500000US08091
48,5.4,5.4,1,1,0.7,0.7,0500000US08093
49,25.1,17.8,2,0.8,1.8,0.9,0500000US08095
50,6.9,6.9,1,1,1,1,0500000US08097
51,16.4,10.2,1.6,0.4,1.6,0.5,0500000US08099
52,22.6,15.1,2.3,1,2.3,1,0500000US08101
53,8.1,7.9,1.1,1.1,1,1,0500000US08103
54,17.1,7.6,2.1,0.6,2.3,0.6,0500000US08105
55,6.1,6,0.7,0.7,0.7,0.7,0500000US08107
56,4.3,1.3,1.1,0.1,0.9,0.1,0500000US08109
57,1.1,1.1,0.1,0.1,0.1,0.1,0500000US08111
58,2.9,2.8,0.3,0.3,0.3,0.3,0500000US08113
59,23.7,6.5,3,0.3,3,0.3,0500000US08115
60,3,3,0.3,0.3,0.3,0.3,0500000US08117
61,13.2,13.1,1.7,1.7,1.6,1.6,0500000US08119
62,23.1,6.7,1.2,0.2,1.2,0.2,0500000US08121
63,17.5,16.2,2.5,2.3,2.4,2.2,0500000US08123
64,26.8,7.8,2.4,0.4,2.5,0.4,0500000US08125
1,19.3,18.1,2.4,2,2.4,2.1,0500000US10003
2,17.5,13.6,2.4,1.4,2.4,1.4,0500000US10005
3,20.6,17.2,2.4,1.7,2.5,1.7,0500000US10001
1,24.8,19.8,3,1.8,2.9,1.8,0500000US01001
2,16.6,12.6,2.4,1.6,2.3,1.6,0500000US01003
3,19,8,3.3,0.8,3.3,0.8,0500000US01005
4,22.6,8.1,3.7,0.9,3.7,0.9,0500000US01007
5,22.5,12.7,3.2,1.3,3.1,1.4,0500000US01009
6,16.8,4.8,3.7,0.7,3.7,0.7,0500000US01011
7,22,8.6,3.9,0.9,4.2,0.9,0500000US01013
8,22.8,15,3.4,1.7,3.4,1.7,0500000US01015
9,22.2,9.2,3.8,0.8,3.7,0.8,0500000US01017
10,16.9,4.8,2.9,0.3,2.8,0.4,0500000US01019
11,23.5,11.1,3.2,0.8,3.2,0.8,0500000US01021
12,23.4,6.1,4.9,0.5,4.7,0.5,0500000US01023
13,21.5,6.9,4,0.7,4.4,0.8,0500000US01025
14,24,6.4,3.9,0.6,3.9,0.6,0500000US01027
15,22.6,6.4,3.7,0.5,3.7,0.5,0500000US01029
16,19.8,12.9,2.7,1.3,2.6,1.5,0500000US01031
17,24.2,14.8,3.4,1.5,3.3,1.4,0500000US01033
18,19.4,5.3,5.1,0.4,5.3,0.5,0500000US01035
19,9.8,2.7,1.7,0.2,1.6,0.2,0500000US01037
20,23.5,7.4,4.1,0.6,4.2,0.6,0500000US01039
21,22.6,6,3.5,0.6,3.5,0.6,0500000US01041
22,22.4,12.1,2.4,0.9,2.5,0.9,0500000US01043
23,20.1,10.9,3.2,1.4,3.1,1.4,0500000US01045
24,23.3,9.2,4.9,1,5.2,1,0500000US01047
25,20.4,6.4,3.1,0.5,3.3,0.5,0500000US01049
26,19.7,17.4,2.3,1.8,2.3,1.8,0500000US01051
27,21,9.6,3.6,1,3.6,1.1,0500000US01053
28,23.4,13.6,3.4,1.3,3.3,1.4,0500000US01055
29,27.5,6.1,4.5,0.6,4.5,0.6,0500000US01057
30,24.1,6.3,4.2,0.4,4,0.4,0500000US01059
31,24.4,6.1,3.5,0.4,3.6,0.4,0500000US01061
32,14.5,4.5,3.5,0.7,3.3,0.7,0500000US01063
33,21.1,7.1,4.2,0.8,4.3,0.8,0500000US01065
34,18.6,9.8,2.7,0.9,2.7,1.1,0500000US01067
35,21.8,14.5,3,1.5,3,1.6,0500000US01069
36,22.2,11.4,2.9,0.9,2.9,0.9,0500000US01071
37,20.4,15.7,3.1,1.9,3.1,2,0500000US01073
38,25.1,6.2,3.3,0.6,3.2,0.6,0500000US01075
39,26.4,14.4,3.3,1.3,3.2,1.3,0500000US01077
40,28.3,8.8,4.7,0.7,4.7,0.7,0500000US01079
41,16.3,14.8,2.2,1.8,2.3,1.9,0500000US01081
42,19.8,17.1,2.2,1.7,2.2,1.7,0500000US01083
43,16.7,5.7,3.7,0.8,3.8,0.8,0500000US01085
44,17.6,5.3,3.4,0.7,3.5,0.7,0500000US01087
45,23.9,21.9,2.8,2.3,2.7,2.3,0500000US01089
46,19.4,6.6,4,0.9,3.9,0.8,0500000US01091
47,25.9,6.7,3.8,0.4,3.8,0.5,0500000US01093
48,22.4,15.8,2.3,1.2,2.3,1.2,0500000US01095
49,19.7,14.4,3.3,1.8,3.1,1.8,0500000US01097
50,20.3,7,4.2,0.9,4.3,0.9,0500000US01099
51,21.4,15.2,3.4,1.9,3.4,1.9,0500000US01101
52,24.9,17.9,3.1,1.8,3.2,1.8,0500000US01103
53,11,4.3,2.4,0.6,2.4,0.7,0500000US01105
54,24.5,7.6,4.7,1,4.5,1,0500000US01107
55,17.4,7.7,2.6,0.9,2.6,0.8,0500000US01109
56,19.3,7,3.3,0.6,3.2,0.6,0500000US01111
57,19.3,10.6,3.5,1.3,3.5,1.3,0500000US01113
58,22.4,16.9,2.8,1.7,2.8,1.7,0500000US01115
59,22.3,21.7,2.6,2.5,2.7,2.6,0500000US01117
60,11.5,4.2,2.7,0.5,2.9,0.6,0500000US01119
61,19.7,8.4,3.4,0.9,3.2,0.9,0500000US01121
62,19.4,11.1,2.9,1.1,2.7,1.1,0500000US01123
63,18.2,15.1,2.7,1.8,2.6,1.8,0500000US01125
64,13.5,4.7,3.5,0.6,3.5,0.7,0500000US01131
65,19.3,6.7,2.7,0.4,2.6,0.4,0500000US01133
66,22.2,8.5,3.1,0.7,3.1,0.7,0500000US01127
67,14.2,4.9,3.2,0.6,2.9,0.5,0500000US01129
1,16.8,4.9,3.3,0.3,3.2,0.4,0500000US13001
2,9.1,2.9,1,0.3,1,0.3,0500000US13003
3,16.2,6.5,3.2,0.8,3.2,0.7,0500000US13005
4,10.9,3.1,2.7,0.7,2.5,0.7,0500000US13007
5,11.3,7.8,2.4,1.5,2.4,1.5,0500000US13009
6,21.3,9.4,3.7,1.1,3.7,1.2,0500000US13011
7,15.4,15.2,2.4,2.4,2.5,2.4,0500000US13013
8,17.1,16.3,3,2.7,3,2.8,0500000US13015
9,17.8,6.6,2.6,0.8,2.7,0.8,0500000US13017
10,19.2,7.6,2.4,0.7,2.5,0.8,0500000US13019
11,15,4.9,2.5,0.5,2.5,0.4,0500000US13025
12,17.4,4.8,2.7,0.5,2.6,0.5,0500000US13027
13,12.7,10.9,3,2.7,3.3,2.9,0500000US13029
14,12.8,9.7,2.3,1.6,2.3,1.6,0500000US13031
15,16,5.3,3.1,0.5,3.1,0.6,0500000US13033
16,15,14.7,2,2,2,1.9,0500000US13035
17,8,3,1.5,0.3,1.5,0.4,0500000US13037
18,14.7,13.4,3.1,2.9,3.1,2.8,0500000US13039
19,18,6,3.7,0.3,3.7,0.3,0500000US13043
20,19.4,16.2,3.3,2.6,3.3,2.7,0500000US13045
21,17.5,15.1,2.3,1.9,2.2,1.8,0500000US13047
22,16.9,5.1,3,0.6,3.1,0.6,0500000US13049
23,8.8,5.4,2.5,2.1,2.3,1.7,0500000US13053
24,20.1,8.1,3.8,0.9,3.8,0.9,0500000US13055
25,16.7,16.5,3.5,3.4,3.4,3.4,0500000US13057
26,17.8,16.8,1.8,1.6,1.8,1.6,0500000US13059
27,11.9,3.5,2.5,0.7,2.6,0.7,0500000US13061
28,14.4,5,2.2,0.4,2.2,0.4,0500000US13065
29,17.2,16.8,3,2.9,2.8,2.8,0500000US13067
30,15.8,6.3,3.3,0.7,3.3,0.7,0500000US13069
31,17.9,6.9,2.9,0.6,2.8,0.6,0500000US13071
32,18,17.1,2.5,2.4,2.6,2.5,0500000US13073
33,17.2,8.1,2.2,0.6,2.1,0.6,0500000US13075
34,11.8,8.5,2.1,1.5,2.1,1.5,0500000US13079
35,19.6,7.1,3.9,0.7,3.8,0.7,0500000US13081
36,12,11.9,2.2,2.2,2.2,2.2,0500000US13085
37,17.9,8.6,3,0.9,3,1,0500000US13087
38,15.1,5.3,3.2,0.6,3.2,0.7,0500000US13091
39,10.6,3.2,1.9,0.5,2.1,0.6,0500000US13093
40,20.7,11.6,3.8,1.7,3.8,1.7,0500000US13095
41,14.2,4.9,2.7,0.8,3,0.9,0500000US13099
42,15.5,4.2,2.7,0.3,2.7,0.3,0500000US13101
43,21,7.5,4,0.6,3.9,0.6,0500000US13105
44,17.9,5.9,3.2,0.5,3.2,0.5,0500000US13107
45,14.1,4.6,2.7,0.4,2.7,0.4,0500000US13109
46,23.8,23.6,3.7,3.7,3.7,3.7,0500000US13113
47,19.2,15.7,2.9,2.1,3,2.1,0500000US13115
48,15.6,15.5,3.3,3.3,3.3,3.3,0500000US13117
49,15.8,14.4,2.6,2.3,2.6,2.2,0500000US13121
50,10.8,8.3,2.2,1.5,2,1.6,0500000US13123
51,14.7,10.3,2.6,1.4,2.7,1.5,0500000US13021
52,23.9,8.1,4.3,0.7,4.4,0.7,0500000US13023
53,14.1,9.8,3.7,2.6,3.6,2.6,0500000US13127
54,17.2,12.6,2.8,1.6,2.7,1.6,0500000US13129
55,18,7.1,2.9,0.8,2.9,0.7,0500000US13131
56,17.4,17.2,2.4,2.4,2.4,2.4,0500000US13135
57,15.8,11.7,2.7,1.9,2.7,1.9,0500000US13137
58,16.5,15.1,2.5,2.1,2.5,2.2,0500000US13139
59,23.7,10.2,3.9,0.9,3.8,1,0500000US13143
60,14.5,13,3.6,3.1,3.4,3,0500000US13145
61,27.3,8.1,4.2,0.6,4.1,0.6,0500000US13149
62,19.1,18.7,3,2.9,3,2.9,0500000US13151
63,19.4,17.4,3,2.6,3,2.6,0500000US13153
64,15.4,15.3,2.6,2.6,2.6,2.5,0500000US13157
65,14.5,12,2.1,1.6,2.1,1.6,0500000US13159
66,9.8,2.3,1.7,0.1,1.7,0.1,0500000US13165
67,18.2,5,3.5,0.5,3.4,0.5,0500000US13167
68,20.9,11.5,4.1,1.1,3.9,1.4,0500000US13171
69,15.6,6,2.4,0.6,2.4,0.6,0500000US13173
70,16.1,15.4,2.6,2.2,2.6,2.4,0500000US13177
71,10.4,9.9,2.9,2.6,2.9,2.7,0500000US13179
72,22.6,6.1,3.5,0.5,3.5,0.5,0500000US13181
73,14.1,13.9,2.3,2.3,2.3,2.3,0500000US13187
74,5.4,3.2,1.5,1.2,1.4,1,0500000US13191
75,12.4,3.9,2.5,0.4,2.7,0.4,0500000US13193
76,15.8,12.3,2.3,1.5,2.3,1.6,0500000US13195
77,20.6,7.7,3.9,1.2,3.9,1.2,0500000US13199
78,23.8,7.1,3.4,0.6,3.2,0.6,0500000US13201
79,18.7,10.3,3.5,1.6,3.5,1.6,0500000US13207
80,11,5.3,2.1,0.7,2,0.9,0500000US13209
81,15.3,13.1,2.2,1.5,2.1,1.5,0500000US13211
82,17.1,8.2,2.8,0.7,2.9,0.6,0500000US13213
83,18.2,12.7,3.3,1.9,3.4,2,0500000US13215
84,18.3,14.5,2.5,1.7,2.5,1.8,0500000US13217
85,16.5,16.3,2.8,2.8,3,3,0500000US13219
86,16.1,12.1,2.5,1.3,2.4,1.4,0500000US13221
87,19.4,19.2,3.3,3.3,3.4,3.4,0500000US13223
88,16.7,10.5,3.2,1.9,3.2,1.8,0500000US13225
89,13.3,11.5,2.3,1.9,2.3,1.8,0500000US13227
90,21.9,8.1,3.6,0.5,3.6,0.6,0500000US13229
91,21.5,14.2,2.6,1.4,2.6,1.4,0500000US13231
92,15.5,9.6,2.7,1.5,2.7,1.4,0500000US13233
93,10.9,6.9,2.5,1.4,2.5,1.7,0500000US13235
94,11.6,9,2.3,2,2.5,2,0500000US13237
95,11.2,5.2,1.8,0.5,1.7,0.5,0500000US13241
96,13.2,5.2,2.4,0.6,2.8,0.8,0500000US13243
97,17.9,12.9,2.7,1.3,2.6,1.4,0500000US13245
98,16.7,15.8,1.9,1.7,2,1.7,0500000US13247
99,15.8,5.5,3.1,0.6,3,0.6,0500000US13249
100,18.2,5.8,3.2,0.6,3.2,0.6,0500000US13251
101,15.9,5.5,2.1,0.5,2.1,0.5,0500000US13253
102,22.4,14.5,3.2,1.5,3.2,1.6,0500000US13255
103,15,10.7,2.1,1.3,2.1,1.3,0500000US13257
104,8.9,2.6,2,0.3,1.8,0.3,0500000US13259
105,22.7,9.9,3.8,1.4,3.9,1.5,0500000US13261
106,12.7,3.4,2.4,0.6,2.4,0.6,0500000US13263
107,17.2,4.5,2.3,0.2,2.3,0.2,0500000US13265
108,12,5.2,2,0.5,2,0.6,0500000US13267
109,12.8,3.4,2.8,0.4,2.7,0.4,0500000US13269
110,8.3,2.3,1.9,0.3,2.1,0.4,0500000US13271
111,17,6.6,3,0.8,3.4,0.8,0500000US13273
112,19.8,11.6,2.8,1.2,2.8,1.2,0500000US13275
113,17.8,13.2,2.1,1.3,2.1,1.3,0500000US13277
114,18.4,6.8,3.7,1,3.6,0.9,0500000US13279
115,15,9.1,2.5,1.2,2.4,1.4,0500000US13281
116,18.7,5.2,3.1,0.3,3.4,0.4,0500000US13283
117,19.7,13.3,3.2,2,3.3,1.9,0500000US13285
118,17.4,9.9,2.7,1.2,2.7,1.3,0500000US13287
119,11.5,5.8,2.2,1.1,2.4,1,0500000US13289
120,16.9,12.5,3.3,2.6,3.3,2.6,0500000US13291
121,23.1,12.7,3.5,1.2,3.3,1.3,0500000US13293
122,17.9,12.6,2.3,1.2,2.3,1.2,0500000US13295
123,17.9,15,2.5,1.9,2.5,1.9,0500000US13297
124,21.2,9,3.1,0.8,3.3,0.9,0500000US13299
125,20.5,5,5.2,0.2,5.3,0.2,0500000US13301
126,15,5.4,3.1,0.8,3.1,0.8,0500000US13303
127,21.3,6.7,3.8,0.6,3.8,0.5,0500000US13305
128,12.8,4,3.3,0.7,3.2,0.7,0500000US13307
129,8,2.5,1.3,0.3,1.3,0.3,0500000US13309
130,9.2,9.1,1.9,1.9,1.9,1.9,0500000US13311
131,15.5,11.3,1.8,1,1.8,1,0500000US13313
132,12,4.2,2.5,0.6,2.4,0.5,0500000US13315
133,17.1,4.7,3.2,0.5,3.4,0.6,0500000US13317
134,17.8,5.3,3.2,0.5,3.2,0.4,0500000US13319
135,9.1,2,1.6,0.2,1.6,0.2,0500000US13239
136,23.8,7.5,3.7,0.7,3.8,0.8,0500000US13321
137,19.5,18.7,3.3,3.2,3.4,3.2,0500000US13077
138,18.3,8.8,3.1,0.5,3.2,0.5,0500000US13083
139,18.2,17.4,2.3,2,2.2,2,0500000US13089
140,19,18.3,2.7,2.6,2.6,2.5,0500000US13097
141,12.7,11.8,2.4,2.2,2.4,2.2,0500000US13103
142,12.9,5.1,2.3,0.5,2.2,0.6,0500000US13111
143,18.5,7.6,3.1,0.7,3.1,0.7,0500000US13119
144,20.1,4.4,5.7,0.4,5.7,0.4,0500000US13125
145,15,11.3,2.7,1.8,3.1,2.3,0500000US13133
146,8.1,2,1.4,0.2,1.4,0.2,0500000US13141
147,15.9,10.4,2.5,1.4,2.5,1.3,0500000US13147
148,18.6,6.4,3.4,0.7,3.3,0.7,0500000US13155
149,18.2,6.2,3.6,0.3,3.6,0.3,0500000US13161
150,16.3,10.3,3,1.8,3.1,1.7,0500000US13169
151,17.5,8.6,3.1,1.1,3.2,1.2,0500000US13175
152,12.5,6.9,2.1,1.2,2.3,1.1,0500000US13183
153,20.9,8.5,4.4,0.8,4.1,0.9,0500000US13189
154,12.6,4.2,2.1,0.2,2.1,0.2,0500000US13197
155,20.5,6.5,4.2,0.7,4.3,0.7,0500000US13205
156,12.3,10.7,3.3,2.9,3.3,2.9,0500000US13051
157,19.4,6,4.5,0.4,4.4,0.5,0500000US13163
158,16,13.5,2.8,2.3,2.9,2.3,0500000US13063
159,16.2,12.8,2.2,1.5,2.1,1.5,0500000US13185
1,18.4,16.9,2,1.6,1.9,1.6,0500000US11001
1,17.6,16.5,2.4,2.1,2.5,2.2,0500000US12001
2,22.1,7.2,3.8,0.7,3.8,0.7,0500000US12003
3,11.3,9.7,2.2,1.8,2.1,1.8,0500000US12005
4,21.6,6.4,3.9,0.6,3.9,0.6,0500000US12007
5,18,14.7,3.9,3.1,3.9,3.3,0500000US12009
6,17.9,15,2.4,1.8,2.3,1.7,0500000US12011
7,16.8,4.5,2.7,0.3,2.7,0.3,0500000US12013
8,26.1,18.8,2.5,1.4,2.6,1.4,0500000US12015
9,28.6,14,4,1.3,4,1.4,0500000US12017
10,20.2,18.1,2.7,2.2,2.7,2.3,0500000US12019
11,19.1,16.5,1.6,1.3,1.7,1.3,0500000US12021
12,17,8.7,3.3,1.5,3.4,1.5,0500000US12023
13,18.9,6.4,2.4,0.5,2.5,0.4,0500000US12027
14,11.3,2.6,2,0.2,2.1,0.2,0500000US12029
15,15,12.2,3.7,2.9,3.7,2.9,0500000US12031
16,19.5,16.1,2.2,1.6,2.2,1.6,0500000US12033
17,18.8,14.6,4.8,4.1,4.9,4.1,0500000US12035
18,7.6,5.3,1,0.7,0.9,0.6,0500000US12037
19,16.4,8.1,3.8,1.9,3.7,2,0500000US12039
20,20.8,8.1,3.2,1,3.5,0.8,0500000US12041
21,12.7,3.4,1.8,0.3,1.9,0.3,0500000US12043
22,8.8,4.5,1.3,0.5,1.2,0.4,0500000US12045
23,16,4.4,3.1,0.6,3.2,0.5,0500000US12047
24,16.3,5.1,2.1,0.3,2.2,0.3,0500000US12049
25,9.5,6.5,1.5,0.9,1.6,0.9,0500000US12051
26,29.8,18.3,2.6,1.1,2.5,1.1,0500000US12053
27,26.7,10.7,3,0.7,3.2,0.7,0500000US12055
28,19.7,17.4,2.1,1.6,2.1,1.6,0500000US12057
29,12.8,7.6,2.8,1.3,2.4,1.2,0500000US12065
30,18,4.6,3.7,0.5,3.6,0.4,0500000US12067
31,19.8,13.9,3.5,2.2,3.6,2.3,0500000US12069
32,20.8,17.7,2.1,1.6,2.1,1.5,0500000US12071
33,16.3,14.9,2.6,2.3,2.6,2.3,0500000US12073
34,19,7,3.3,0.7,3.3,0.7,0500000US12075
35,11.3,3.3,1.7,0.2,1.6,0.1,0500000US12077
36,15.1,5.3,2.7,0.8,2.7,0.7,0500000US12079
37,21.8,16.3,2.2,1.3,2.2,1.4,0500000US12081
38,22.8,14.9,3.6,2.1,3.7,2.1,0500000US12083
39,21.8,17.1,2.5,1.6,2.4,1.6,0500000US12085
40,16.1,13.5,2.2,1.5,2,1.4,0500000US12086
41,11.7,10.9,2,1.8,2,1.8,0500000US12087
42,14.3,11,3.7,2.7,3.8,3.1,0500000US12089
