,CRRALL,CRRINT,DAVG,DINTAVG,DRRALL,DRRINT,GEO_ID
1,38.5,31.4,1.1,0.9,1.1,0.9,0500000US04003
2,24.5,24.3,0.5,0.5,0.5,0.5,0500000US04005
3,24.4,14,0.4,0.2,0.5,0.3,0500000US04007
4,32.9,29.8,0.5,0.5,0.5,0.5,0500000US04009
5,18.6,13.6,0.6,0.3,0.6,0.3,0500000US04011
6,6.9,4.4,0.4,0.4,0.4,0.4,0500000US04012
7,44.6,41.4,1,0.9,1,0.9,0500000US04013
8,39.8,32.6,0.9,0.7,0.9,0.8,0500000US04015
9,13.8,11.3,0.3,0.2,0.3,0.2,0500000US04017
10,44.7,40.4,1.1,1,1.1,1,0500000US04019
11,37.8,33.4,0.9,0.8,0.9,0.8,0500000US04021
12,28,24.8,1.1,0.9,1.1,1,0500000US04023
13,42.9,37.6,1,0.8,1,0.9,0500000US04025
14,28.1,19.8,0.7,0.5,0.7,0.5,0500000US04027
15,2.1,1.6,0.1,0.1,0.1,0.1,0500000US04001
1,47.2,43,1,0.8,1,0.8,0500000US09003
2,43.2,41.6,1.1,1,1.1,1,0500000US09005
3,41.7,40.1,1,1,1,1,0500000US09015
4,44,39,1,0.8,1,0.8,0500000US09009
5,46.8,43.8,1.1,1,1.1,1,0500000US09011
6,50.7,50.2,1,1,1,1,0500000US09013
7,45.2,43,1,0.9,1,0.9,0500000US09001
8,47.4,45.1,1.2,1.2,1.2,1.2,0500000US09007
1,36.4,22.8,1,0.5,1,0.5,0500000US05001
2,39.5,15.6,1.1,0.4,1.1,0.3,0500000US05003
3,48.9,24.5,1,0.5,1,0.5,0500000US05005
4,47.6,45.2,1,0.9,1,1,0500000US05007
5,43.1,34.1,0.9,0.6,1,0.7,0500000US05009
6,33.2,13.4,1,0.3,0.9,0.3,0500000US05011
7,21.2,9.7,0.7,0.4,0.7,0.4,0500000US05013
8,41.9,19.8,1,0.4,1,0.4,0500000US05015
9,32.6,12.3,1,0.3,0.9,0.3,0500000US05017
10,39.3,23.3,0.8,0.4,0.8,0.4,0500000US05019
11,43.5,14.7,0.8,0.3,0.8,0.3,0500000US05021
12,38.5,13.8,0.9,0.3,1,0.3,0500000US05023
13,39.9,14.8,0.8,0.3,0.8,0.3,0500000US05025
14,37.5,21.3,0.7,0.3,0.7,0.3,0500000US05027
15,42.5,26.3,1.2,0.8,1.2,0.9,0500000US05029
16,43.9,34.4,1.1,0.9,1.1,0.9,0500000US05031
17,40.9,28.5,1,0.6,1,0.7,0500000US05033
18,42.4,25.7,1,0.5,1,0.5,0500000US05035
19,40.1,21.7,1,0.4,1.1,0.5,0500000US05037
20,34.3,14.1,0.8,0.4,0.8,0.3,0500000US05041
21,41.5,17.8,0.8,0.3,0.8,0.4,0500000US05043
22,48.1,41.3,1.1,0.9,1.1,0.9,0500000US05045
23,46,16.1,1.2,0.5,1.2,0.5,0500000US05047
24,34.4,12.5,0.9,0.3,0.9,0.3,0500000US05049
25,42.4,27.1,1.2,0.7,1.2,0.7,0500000US05051
26,39.5,26.8,1,0.8,1,0.7,0500000US05053
27,46.6,33.7,1.3,0.8,1.3,0.8,0500000US05055
28,38.3,15.9,0.9,0.3,0.9,0.3,0500000US05057
29,44.5,21.4,1.1,0.4,1.1,0.4,0500000US05059
30,36.3,13.3,1,0.3,1,0.3,0500000US05061
31,43.5,29.8,1.2,0.7,1.2,0.8,0500000US05063
32,18.5,8.7,0.7,0.5,0.7,0.4,0500000US05065
33,31.8,13.5,0.7,0.4,0.7,0.4,0500000US05067
34,41.2,23.7,0.7,0.3,0.8,0.4,0500000US05069
35,31.2,17.2,0.7,0.5,0.7,0.4,0500000US05071
36,28.1,10.3,0.5,0.2,0.5,0.2,0500000US05073
37,38.1,23.4,1,0.7,1,0.7,0500000US05075
38,32.1,11.3,0.8,0.3,0.8,0.3,0500000US05077
39,33.5,13,1.1,0.4,1.1,0.4,0500000US05079
40,36.8,13.3,0.7,0.2,0.7,0.2,0500000US05081
41,40.1,13.5,0.8,0.2,0.7,0.2,0500000US05083
42,45.9,40.5,1.1,1,1.1,1,0500000US05085
43,32.7,11.3,1,0.4,1,0.4,0500000US05087
44,26.3,16.2,0.6,0.4,0.6,0.4,0500000US05089
45,37.4,24.5,0.8,0.5,0.8,0.5,0500000US05091
46,36,19.7,0.8,0.3,0.8,0.3,0500000US05093
47,29.2,11,0.5,0.1,0.5,0.1,0500000US05095
48,28.7,9.4,0.9,0.3,0.9,0.3,0500000US05097
49,39.1,14.3,1.1,0.3,1.1,0.3,0500000US05099
50,6.2,5.4,0.5,0.5,0.5,0.5,0500000US05101
51,42.9,17.9,0.9,0.3,0.9,0.2,0500000US05103
52,40.8,14.8,1,0.4,1,0.3,0500000US05105
53,31.6,14.8,0.7,0.3,0.7,0.3,0500000US05107
54,33.3,11.4,0.6,0.2,0.6,0.2,0500000US05109
55,40.8,19.8,0.6,0.3,0.6,0.3,0500000US05111
56,36.7,19,0.9,0.4,0.9,0.4,0500000US05113
57,42,37.7,1.2,1.1,1.2,1.1,0500000US05115
58,26.5,12.4,0.8,0.5,0.8,0.5,0500000US05117
59,32.1,13.4,0.5,0.2,0.5,0.2,0500000US05039
60,43.9,38.1,0.9,0.7,0.9,0.7,0500000US05119
61,44.2,22.2,0.9,0.5,0.9,0.5,0500000US05121
62,30.1,14.5,0.8,0.2,0.8,0.2,0500000US05123
63,44.8,39.4,1.2,0.9,1.1,0.9,0500000US05125
64,32,11,0.9,0.3,0.9,0.4,0500000US05127
65,27.8,9.3,0.8,0.4,0.8,0.4,0500000US05129
66,45.3,35.2,1.1,0.8,1.1,0.8,0500000US05131
67,37.9,17.2,0.7,0.4,0.7,0.4,0500000US05133
68,38.9,14.5,0.7,0.3,0.8,0.3,0500000US05135
69,36.4,12.4,0.9,0.3,0.9,0.3,0500000US05137
70,40.9,20.4,0.9,0.3,0.9,0.4,0500000US05139
71,34.4,11.7,0.8,0.3,0.8,0.3,0500000US05141
72,44,41.6,1,0.9,1,0.9,0500000US05143
73,41.2,30.8,1.2,0.8,1.2,0.9,0500000US05145
74,23,9,0.6,0.3,0.7,0.4,0500000US05147
75,32.5,12.7,1.1,0.4,1.1,0.4,0500000US05149
1,47.8,45.4,1.2,1,1.2,1,0500000US08001
2,36.5,30.6,0.8,0.7,0.7,0.6,0500000US08003
3,52.8,51.2,1.1,1.1,1.1,1.1,0500000US08005
4,21.7,21.6,0.8,0.8,0.7,0.7,0500000US08007
5,30.3,12.2,1.1,0.8,1.1,0.7,0500000US08009
6,43.5,14.7,1.1,0.3,1.1,0.2,0500000US08011
7,54.5,54.2,1.1,1.1,1.1,1.1,0500000US08013
8,55.3,55,1.3,1.3,1.3,1.3,0500000US08014
9,36.9,35.1,0.9,0.9,1,0.9,0500000US08015
10,13.2,6.8,1.4,0.8,1.4,0.8,0500000US08017
11,27.1,26.9,0.7,0.7,0.7,0.7,0500000US08019
12,15.4,7.6,0.6,0.5,0.6,0.5,0500000US08021
13,6.7,4.8,0.4,0.3,0.4,0.3,0500000US08023
14,36.8,12.1,0.9,0.5,0.8,0.4,0500000US08025
15,18.4,18.3,0.5,0.5,0.5,0.5,0500000US08027
16,45.4,23.4,0.9,0.5,0.9,0.5,0500000US08029
17,46.8,44.7,1,0.9,1,0.9,0500000US08031
18,10.9,8.2,0.3,0.2,0.3,0.2,0500000US08033
19,57.7,57.5,1.5,1.5,1.5,1.5,0500000US08035
20,13.7,13.7,0.5,0.5,0.5,0.5,0500000US08037
21,51,48.8,1.3,1.2,1.3,1.3,0500000US08039
22,51.2,50.2,1.1,1.1,1.1,1.1,0500000US08041
23,47,30.6,1.1,0.9,1.1,0.8,0500000US08043
24,43.3,42.8,1.2,1.2,1.2,1.1,0500000US08045
25,27.7,27.6,0.8,0.8,0.8,0.8,0500000US08047
26,5.2,5.2,0.4,0.4,0.4,0.4,0500000US08049
27,20.6,20.4,0.5,0.5,0.5,0.5,0500000US08051
28,4.2,4.2,0.3,0.3,0.3,0.3,0500000US08053
29,21.7,12.6,0.9,0.6,0.8,0.6,0500000US08055
30,4.8,3.3,0.1,0.1,0.1,0.1,0500000US08057
31,57.8,57.2,1.4,1.4,1.4,1.3,0500000US08059
32,27.5,13.6,1.1,0.7,1.1,0.7,0500000US08061
33,34.4,29.2,1,1,1.1,1,0500000US08063
34,28.5,28.1,0.5,0.5,0.5,0.5,0500000US08065
35,35.9,35.7,1.3,1.3,1.3,1.3,0500000US08067
36,48.9,48.5,1.2,1.2,1.2,1.2,0500000US08069
37,33.6,15.5,0.9,0.5,0.9,0.5,0500000US08071
38,22.1,12.7,0.8,0.6,0.8,0.6,0500000US08073
39,47.1,34.6,1,0.8,0.9,0.8,0500000US08075
40,49.2,47.2,1.1,1.1,1.2,1.1,0500000US08077
41,11.3,11,0.8,0.8,0.8,0.8,0500000US08079
42,34.9,33.2,0.7,0.6,0.7,0.7,0500000US08081
43,38.8,38.2,0.8,0.8,0.9,0.8,0500000US08083
44,46,36.4,1.2,0.9,1.2,1,0500000US08085
45,42,37.6,0.9,0.7,0.8,0.7,0500000US08087
46,41.4,27.5,0.9,0.6,1,0.7,0500000US08089
47,25.4,25.2,0.8,0.8,0.7,0.7,0500000US08091
48,18.6,18.5,0.5,0.5,0.4,0.4,0500000US08093
49,48.8,36.3,0.6,0.4,0.6,0.5,0500000US08095
50,20.3,20.2,0.6,0.6,0.6,0.6,0500000US08097
51,32.5,22.8,0.6,0.4,0.7,0.4,0500000US08099
52,45.4,33.6,1.1,0.8,1.1,0.8,0500000US08101
53,24,23.7,0.7,0.7,0.7,0.6,0500000US08103
54,33.5,19,0.9,0.6,0.9,0.5,0500000US08105
55,17.5,17.4,0.5,0.5,0.6,0.6,0500000US08107
56,11.4,6.8,0.9,0.6,0.8,0.5,0500000US08109
57,4.3,4.3,0.3,0.3,0.3,0.3,0500000US08111
58,13.9,13.7,0.7,0.6,0.6,0.6,0500000US08113
59,41.2,15.2,1,0.3,1,0.3,0500000US08115
60,11.2,11.2,0.3,0.3,0.3,0.3,0500000US08117
61,34.1,33.9,0.8,0.8,0.8,0.8,0500000US08119
62,44.6,16.5,1.2,0.8,1.2,0.8,0500000US08121
63,45.5,43.1,1.2,1,1.2,1.1,0500000US08123
64,50.6,18.9,0.9,0.3,0.9,0.3,0500000US08125
1,46.5,44.3,0.9,0.8,0.9,0.8,0500000US10003
2,36.7,30.6,0.9,0.6,0.9,0.6,0500000US10005
3,45.2,39.8,0.9,0.7,0.9,0.7,0500000US10001
1,52.3,44.3,1.2,0.9,1.2,0.9,0500000US01001
2,38.2,32,1.1,0.8,1,0.8,0500000US01003
3,40,21.7,0.9,0.4,1,0.5,0500000US01005
4,41.7,17.6,1,0.2,1,0.3,0500000US01007
5,45.3,29.8,1.4,0.8,1.3,0.8,0500000US01009
6,37.7,16.1,1,0.3,1,0.3,0500000US01011
7,42.9,19.2,0.8,0.1,0.9,0.1,0500000US01013
8,45.3,33.1,1.1,0.7,1.1,0.7,0500000US01015
9,42.6,22.1,1.1,0.3,1.1,0.4,0500000US01017
10,31.3,11.8,1,0.2,1,0.2,0500000US01019
11,44,24.6,1,0.4,1,0.4,0500000US01021
12,40.4,13.3,1,0.2,1,0.2,0500000US01023
13,40.2,16.3,0.8,0.3,0.8,0.3,0500000US01025
14,43.1,14.8,1.2,0.2,1.2,0.2,0500000US01027
15,41.3,15.2,1.3,0.3,1.3,0.3,0500000US01029
16,42.6,32.2,1,0.7,1,0.8,0500000US01031
17,46.7,31.7,1.1,0.7,1.1,0.7,0500000US01033
18,35.6,11.9,0.8,0.2,0.8,0.2,0500000US01035
19,20.9,9.2,0.6,0.2,0.6,0.2,0500000US01037
20,41.7,17.1,1.1,0.3,1.1,0.3,0500000US01039
