,CRRALL,CRRINT,DAVG,DINTAVG,DRRALL,DRRINT,GEO_ID
6,35.8,15.3,1.8,1.1,1.9,1.1,0500000US01011
7,40.8,18.5,2.1,1.4,2.1,1.3,0500000US01013
8,42.9,31.2,1.8,1.4,1.9,1.5,0500000US01015
9,40.6,21.1,1.7,1.1,1.7,1.1,0500000US01017
10,29.6,11.3,1.5,0.9,1.5,0.8,0500000US01019
11,42,23.4,2.3,1.4,2.3,1.4,0500000US01021
12,38.5,12.6,1.8,0.7,1.9,0.7,0500000US01023
13,38.5,15.7,1.5,0.7,1.6,0.8,0500000US01025
14,41.2,14.3,1.9,0.7,1.8,0.7,0500000US01027
15,38.9,14.5,1.6,0.8,1.7,0.8,0500000US01029
16,39.9,30,2.1,1.7,2.2,1.9,0500000US01031
17,44.1,29.9,1.9,1.5,1.8,1.4,0500000US01033
18,34.1,11.6,1.2,0.5,1.1,0.5,0500000US01035
19,19.8,8.7,1.1,0.7,1.1,0.7,0500000US01037
20,39.7,16.3,1.5,0.8,1.5,0.8,0500000US01039
21,38.5,14,2.2,1,2.3,1.1,0500000US01041
22,41.2,25.7,2,1.3,2,1.3,0500000US01043
23,38,24.8,1.8,1.3,1.7,1.3,0500000US01045
24,40.8,18.3,1.7,0.9,1.8,0.9,0500000US01047
25,34.9,14,1.6,0.9,1.6,0.8,0500000US01049
26,44.6,41,2.9,2.7,3,2.8,0500000US01051
27,39.5,21.6,1.5,1,1.5,1,0500000US01053
28,44.5,29.8,2,1.3,2,1.5,0500000US01055
29,43.8,13.3,1.7,0.7,1.7,0.7,0500000US01057
30,41.2,14.1,2.2,0.9,2.2,1,0500000US01059
31,40.5,14.3,1.4,0.8,1.4,0.8,0500000US01061
32,28.3,11.5,1.3,0.6,1.3,0.6,0500000US01063
33,37.8,16,1.9,1,1.9,1,0500000US01065
34,35.2,22.1,1.3,0.9,1.3,0.9,0500000US01067
35,41.3,30.6,1.6,1.4,1.7,1.4,0500000US01069
36,40.1,23.8,1.9,1.3,1.9,1.3,0500000US01071
37,43.6,35.1,2.6,2.1,2.7,2.2,0500000US01073
38,41.6,14.2,1.7,0.8,1.7,0.8,0500000US01075
39,45.9,28.6,2,1.4,2,1.5,0500000US01077
40,47.7,18.2,1.6,0.9,1.7,1,0500000US01079
41,38.8,36.3,2.3,2.2,2.5,2.4,0500000US01081
42,39.2,35.3,1.9,1.8,1.9,1.8,0500000US01083
43,34.4,14.5,2.1,1.2,2.1,1.2,0500000US01085
44,34.4,14,1.9,0.9,2,0.9,0500000US01087
45,50.4,47.2,3.2,3.1,3.2,3.1,0500000US01089
46,34.4,13.9,1.3,0.5,1.4,0.6,0500000US01091
47,42.4,14.8,2,1,2,1,0500000US01093
48,41.2,31.8,2,1.5,2,1.6,0500000US01095
49,40.6,31.7,1.9,1.5,1.9,1.6,0500000US01097
50,35.5,14.9,1.4,0.7,1.5,0.8,0500000US01099
51,43.5,33.3,2.5,2,2.6,2.2,0500000US01101
52,47.2,36.4,2.3,2,2.3,1.9,0500000US01103
53,22.6,11.8,1.5,1.1,1.5,1.1,0500000US01105
54,41.1,15.8,1.7,0.9,1.6,0.9,0500000US01107
55,32.9,18.3,1.8,1.4,1.7,1.3,0500000US01109
56,35.4,16.4,1.7,0.9,1.7,0.9,0500000US01111
57,39.5,25.1,2.2,1.8,2.3,1.8,0500000US01113
58,45.7,37.6,2.2,1.9,2.3,2,0500000US01115
59,50.8,49.8,3,2.9,3.1,3,0500000US01117
60,24,11,1.7,0.8,1.6,0.9,0500000US01119
61,36.4,18.6,1.6,0.9,1.6,1,0500000US01121
62,37.1,24.9,1.7,1.3,1.6,1.2,0500000US01123
63,39.1,34.1,2.3,2,2.3,2,0500000US01125
64,26.3,11.6,1.3,0.6,1.3,0.6,0500000US01131
65,34.5,15.9,1.7,0.9,1.7,1,0500000US01133
66,39.4,18.6,2,1,2,1,0500000US01127
67,27.6,12,1.8,1,1.6,0.9,0500000US01129
1,30.6,11.8,1.3,0.8,1.3,0.8,0500000US13001
2,19.2,8.7,1.3,0.7,1,0.7,0500000US13003
3,33.4,17.5,2.2,1.5,2.1,1.4,0500000US13005
4,22.6,9.4,1.5,0.9,1.7,1,0500000US13007
5,29.3,23.4,1.7,1.3,1.7,1.3,0500000US13009
6,41.2,22.8,2.4,1.2,2.4,1.2,0500000US13011
7,42.5,42.2,2.4,2.4,2.5,2.5,0500000US13013
8,38.9,37.4,2.3,2.2,2.3,2.3,0500000US13015
9,33,15.8,1.5,0.9,1.6,0.9,0500000US13017
10,34.4,17.4,1.6,0.8,1.6,0.9,0500000US13019
11,31.5,26.6,2.4,2.3,2.5,2.3,0500000US13031
12,29.8,13.9,2,1.2,2,1.3,0500000US13025
13,32.7,13.1,1.8,0.9,1.8,0.9,0500000US13027
14,38.3,35.5,3.6,3.5,3.4,3.4,0500000US13029
15,31.5,13.6,1.8,0.8,1.8,0.9,0500000US13033
16,35.1,34.5,1.9,1.9,2,2,0500000US13035
17,17,8.4,1,0.7,1,0.7,0500000US13037
18,38.8,36.6,2.4,2.4,2.6,2.5,0500000US13039
19,35.2,16,2.1,1.6,2.1,1.6,0500000US13043
20,41,36.3,2.5,2.2,2.5,2.3,0500000US13045
21,41.8,38.2,2.6,2.4,2.5,2.4,0500000US13047
22,32.1,13.2,1.5,0.7,1.5,0.7,0500000US13049
23,24.7,19.4,1.3,1.2,1.2,1.2,0500000US13053
24,36,17.2,1.8,0.8,1.8,0.8,0500000US13055
25,41.4,41.2,3,3,2.9,2.9,0500000US13057
26,37.5,35.7,2.4,2.3,2.4,2.3,0500000US13059
27,21.4,8.2,1.3,0.7,1.3,0.7,0500000US13061
28,28.3,12.9,1.4,1.1,1.3,0.9,0500000US13065
29,43.9,43.2,3.7,3.7,3.6,3.6,0500000US13067
30,31.4,15.9,1.6,1.1,1.6,1.1,0500000US13069
31,35.1,17.7,1.5,0.9,1.5,0.9,0500000US13071
32,44.7,43.2,2.9,2.9,2.9,2.8,0500000US13073
33,34.7,20,2.1,1.3,2.1,1.4,0500000US13075
34,31,25.4,1.8,1.5,1.8,1.4,0500000US13079
35,35,15,1.7,0.8,1.7,0.8,0500000US13081
36,33.6,33.5,1.9,1.9,1.9,1.9,0500000US13085
37,33.4,17.9,1.7,0.8,1.7,0.8,0500000US13087
38,31.8,15.5,1.8,1,1.8,1.1,0500000US13091
39,21.6,8.9,1.4,0.8,1.3,0.7,0500000US13093
40,41.4,26.6,1.9,1.3,2,1.4,0500000US13095
41,26.4,11.2,1,0.4,1,0.4,0500000US13099
42,28.1,10.8,1.4,1,1.3,1,0500000US13101
43,39.8,17.3,2.5,1.1,2.5,1.1,0500000US13105
44,33.7,14.2,1.9,0.9,1.8,0.9,0500000US13107
45,30.1,14.7,1.8,1.2,1.8,1.2,0500000US13109
46,51.8,51.4,3.5,3.5,3.4,3.4,0500000US13113
47,39.5,33.7,2.5,2.3,2.5,2.3,0500000US13115
48,48.3,48.1,4,4,4.1,4,0500000US13117
49,39.5,36.9,3.4,3.3,3.4,3.2,0500000US13121
50,27.3,23.4,1.8,1.5,1.8,1.6,0500000US13123
51,34.5,26.5,2.2,1.7,2.3,1.8,0500000US13021
52,40.6,16.8,1.7,1.1,1.8,1.1,0500000US13023
53,36,28.8,2.2,1.9,2.2,1.9,0500000US13127
54,36.6,29.4,2.4,1.9,2.2,1.9,0500000US13129
55,34.7,17.3,2,1.1,2,1.1,0500000US13131
56,44.3,43.9,3.4,3.4,3.4,3.4,0500000US13135
57,36.2,29.8,1.9,1.6,1.9,1.6,0500000US13137
58,39.6,37.2,2.3,2.1,2.3,2.1,0500000US13139
59,43.3,23.3,1.8,1.1,1.9,1.1,0500000US13143
60,41.6,38.8,2.4,2.2,2.4,2.2,0500000US13145
61,48.8,19.5,2.9,2,2.9,2,0500000US13149
62,44,43.3,3.1,3.1,3.1,3.1,0500000US13151
63,45.7,42.4,2.7,2.5,2.8,2.6,0500000US13153
64,41.4,41.1,2.6,2.6,2.6,2.6,0500000US13157
65,36.3,32,2.3,2.1,2.3,2.1,0500000US13159
66,18.2,6.8,0.9,0.6,0.9,0.6,0500000US13165
67,34.6,13,2.3,0.9,2.3,0.8,0500000US13167
68,43.3,27.7,2.4,1.6,2.5,1.8,0500000US13171
69,29.7,15.1,1.3,0.8,1.4,0.8,0500000US13173
70,41.4,40,2.2,2.2,2.4,2.4,0500000US13177
71,32.4,31.3,2,1.9,1.9,1.9,0500000US13179
72,37.8,12.9,1.9,0.9,1.9,0.9,0500000US13181
73,37.3,37,1.9,1.9,1.9,1.9,0500000US13187
74,15.8,12.2,1.5,1.3,1.5,1.3,0500000US13191
75,25.7,11.2,1.6,0.9,1.7,0.9,0500000US13193
76,37.1,31.1,2,1.5,2,1.6,0500000US13195
77,39.2,18.2,2.2,1.1,2.2,1.1,0500000US13199
78,39,14.3,1.3,0.6,1.3,0.7,0500000US13201
79,40.5,26.8,2.7,1.8,2.7,1.8,0500000US13207
80,25.7,16.3,1.4,0.8,1.3,0.9,0500000US13209
81,35.9,32.4,2.1,1.9,2.1,2,0500000US13211
82,32.7,18.6,1.7,0.9,1.7,0.9,0500000US13213
83,39.2,30.1,2.1,1.6,2.2,1.8,0500000US13215
84,43.2,36.8,3,2.6,3,2.6,0500000US13217
85,43.8,43.5,2.3,2.3,2.3,2.3,0500000US13219
86,37.2,30.8,2,1.7,2.1,1.8,0500000US13221
87,44.3,44,3,3,3,3,0500000US13223
88,38.4,28,2.4,1.8,2.4,1.8,0500000US13225
89,31.3,28.5,2.2,2,2.2,2,0500000US13227
90,41.4,19.9,2.2,1.6,2.2,1.6,0500000US13229
91,42,30.9,2,1.5,2,1.5,0500000US13231
92,30.9,21.2,1.7,1.3,1.7,1.3,0500000US13233
93,28.4,21.7,1.7,1.3,1.6,1.3,0500000US13235
94,29.2,25.1,1.6,1.4,1.5,1.3,0500000US13237
95,37.6,36,2.7,2.6,2.7,2.6,0500000US13247
96,23.5,14.5,1.6,1.2,1.6,1.2,0500000US13241
97,25.9,11.4,1.5,0.9,1.5,0.9,0500000US13243
98,38.5,30.3,2.4,1.8,2.4,1.9,0500000US13245
99,28.8,13.2,2.3,1.4,2.2,1.3,0500000US13249
100,34.3,14.1,1.6,0.9,1.7,1,0500000US13251
101,26.6,10.9,1.3,0.4,1.2,0.4,0500000US13253
102,43.3,30.7,2,1.5,2,1.6,0500000US13255
103,33.4,26.8,1.9,1.5,1.9,1.5,0500000US13257
104,18.3,7.5,1.1,0.6,1.1,0.6,0500000US13259
105,40.9,20.8,1.9,1.1,1.9,1.2,0500000US13261
106,23.6,8.8,1.2,0.6,1.2,0.6,0500000US13263
107,29.9,10.1,1.2,0.3,1.2,0.3,0500000US13265
108,25.2,15,1.2,0.8,1.2,0.8,0500000US13267
109,23.9,8.9,1.8,0.8,1.7,0.7,0500000US13269
110,18.1,8.4,1,0.7,1,0.7,0500000US13271
111,31.1,14.7,1.1,0.6,1.1,0.5,0500000US13273
112,41.5,27.8,3.5,2.7,3.6,2.8,0500000US13275
113,35.7,28.1,1.8,1.4,1.8,1.4,0500000US13277
114,34.5,15.9,1.6,0.9,1.6,0.9,0500000US13279
115,30.2,21.7,1.4,1.1,1.4,1.2,0500000US13281
116,35.2,13.8,1.2,0.3,1.3,0.4,0500000US13283
117,40.4,30.2,2.1,1.7,2,1.7,0500000US13285
118,34.4,22,1.8,1.2,1.9,1.2,0500000US13287
119,26.9,17.7,1.6,1.3,1.7,1.3,0500000US13289
120,36.1,29.8,1.6,1.4,1.6,1.4,0500000US13291
121,43.1,26.9,2,1.4,1.9,1.4,0500000US13293
122,36.9,28.9,1.7,1.3,1.7,1.3,0500000US13295
123,44.5,39.6,3,2.7,2.9,2.7,0500000US13297
124,39.6,20.8,1.9,1,1.9,1.1,0500000US13299
125,35.4,11.3,1.8,0.6,1.8,0.6,0500000US13301
126,32.2,16.1,2.2,1,2.1,1,0500000US13303
127,38.7,16.2,1.6,0.9,1.6,0.9,0500000US13305
128,26.5,11,1.2,0.8,1.2,0.8,0500000US13307
129,17.5,8.6,1.4,1,1.4,1,0500000US13309
130,26.7,26.4,1.2,1.2,1.2,1.2,0500000US13311
131,33,26.1,1.9,1.5,2,1.5,0500000US13313
132,23.9,11.7,0.9,0.5,0.9,0.5,0500000US13315
133,31.1,11.5,2.1,0.9,2.2,0.9,0500000US13317
134,34.2,13.6,2.4,1.1,2.3,1,0500000US13319
135,16.7,5.8,0.7,0.5,0.7,0.5,0500000US13239
136,41,16.5,1.9,0.9,1.9,0.9,0500000US13321
137,44.5,43.2,3.2,3.2,3.1,3.1,0500000US13077
138,35.1,19.8,2.1,1.4,2.1,1.4,0500000US13083
139,41.3,39.5,3.2,3.1,3.2,3.1,0500000US13089
140,42.7,41.5,3.2,3.2,3.2,3.1,0500000US13097
141,36.4,34.8,2.9,2.9,2.8,2.8,0500000US13103
142,23.9,12.6,1.7,1.1,1.7,1.1,0500000US13111
143,35.3,18.5,1.9,1,1.9,1,0500000US13119
144,34.5,11.6,1.6,0.6,1.6,0.6,0500000US13125
145,36.2,29.3,1.8,1.3,1.9,1.5,0500000US13133
146,16.3,6.1,1.2,0.7,1.2,0.7,0500000US13141
147,36.2,27.3,1.9,1.4,1.8,1.3,0500000US13147
148,34.3,14.4,1.9,1.1,1.9,1.1,0500000US13155
149,35.3,14.9,2.2,1,2.1,0.9,0500000US13161
150,39.6,29.7,2.5,1.9,2.5,1.9,0500000US13169
151,36.5,22,2.2,1.4,2.2,1.4,0500000US13175
152,28.7,20.4,2.3,2.1,2.3,2.1,0500000US13183
153,40.2,20.8,2.3,1.2,2.3,1.3,0500000US13189
154,23.6,9.7,1.6,0.6,1.6,0.6,0500000US13197
155,38.9,15.6,2.1,1.1,2.1,1,0500000US13205
156,35.2,32.5,2.8,2.6,2.8,2.7,0500000US13051
157,35.3,13.4,1.7,0.7,1.7,0.7,0500000US13163
158,38.7,34.2,2.7,2.5,2.7,2.5,0500000US13063
159,35.6,30,2.1,1.7,2.1,1.8,0500000US13185
1,39.9,37.2,4.3,4.1,4.3,4.2,0500000US11001
1,42.1,40.1,4.5,4.4,4.4,4.3,0500000US12001
2,38.4,16.5,2,1.1,2,1.1,0500000US12003
3,27.5,25,1.6,1.5,1.5,1.5,0500000US12005
4,38.5,14.9,2.1,1.1,2.2,1.1,0500000US12007
5,44.6,39.5,2.5,2.2,2.5,2.3,0500000US12009
6,38.7,34.2,3,2.8,2.9,2.7,0500000US12011
7,29.6,11,1.1,0.7,1.2,0.7,0500000US12013
8,44.8,34.4,1.6,1.3,1.6,1.2,0500000US12015
9,48.1,27.8,1.4,1,1.4,1,0500000US12017
10,44.4,41.2,2.9,2.7,2.9,2.8,0500000US12019
11,35.2,31.5,1.7,1.6,1.7,1.6,0500000US12021
12,36.3,23.2,2,1.5,2,1.5,0500000US12023
13,31.3,13.5,1.6,0.9,1.6,0.8,0500000US12027
14,18.6,5.6,0.9,0.4,0.9,0.4,0500000US12029
15,41.6,36.6,2.9,2.6,2.9,2.7,0500000US12031
16,40.3,34.9,1.9,1.7,1.9,1.7,0500000US12033
17,45.2,38.5,2.2,2,2.2,2,0500000US12035
18,16.4,13.2,0.9,0.8,0.9,0.8,0500000US12037
19,36.6,22,2.5,1.4,2.4,1.4,0500000US12039
20,38.3,19.5,2,1.6,2,1.5,0500000US12041
21,21.3,7.8,1.1,0.6,1.1,0.6,0500000US12043
22,19.8,13.3,1.2,1,1.2,1,0500000US12045
23,29.3,11,1.3,0.4,1.5,0.5,0500000US12047
24,27.4,11.8,1.7,1.1,1.7,1.1,0500000US12049
25,21.8,17.2,1.8,1.5,1.9,1.6,0500000US12051
26,49.1,33.4,2,1.4,2,1.4,0500000US12053
27,42.8,20.4,1.6,0.7,1.6,0.8,0500000US12055
28,40.7,37.1,2.6,2.4,2.6,2.4,0500000US12057
29,38.4,33.9,1.7,1.5,1.6,1.5,0500000US12071
30,30.5,21.7,1.9,1.3,1.9,1.4,0500000US12065
31,29.5,10.3,1.5,0.6,1.4,0.6,0500000US12067
32,41.9,33,2.2,1.9,2.2,1.9,0500000US12069
33,40,37.4,2.9,2.7,2.9,2.7,0500000US12073
34,35.1,16.7,1.8,1.1,1.8,1.1,0500000US12075
35,19.8,7.5,1,0.3,1,0.3,0500000US12077
36,30.3,13.1,1.8,1,1.8,0.9,0500000US12079
37,39.4,31.6,2,1.6,1.9,1.6,0500000US12081
38,44.4,32.3,1.8,1.4,1.7,1.4,0500000US12083
39,43.2,36.4,2.4,2.1,2.3,2.1,0500000US12085
40,36.2,31.4,3.6,3.2,3.5,3.1,0500000US12086
41,27.4,26.1,1.9,1.8,1.9,1.8,0500000US12087
42,38.5,33.5,2.2,2,2.2,2.1,0500000US12089
43,37.6,36.2,1.9,1.9,1.9,1.8,0500000US12091
44,30.1,14.5,1.8,1.1,1.7,1,0500000US12093
45,39,37.1,3,2.8,2.9,2.8,0500000US12095
