,CRRALL,CRRINT,DAVG,DINTAVG,DRRALL,DRRINT,GEO_ID
31,18,11.2,3.7,1.9,3.7,1.9,0500000US05063
32,7.6,2.3,1.3,0.2,1.3,0.2,0500000US05065
33,14.2,4.7,1.6,0.4,1.9,0.5,0500000US05067
34,17.1,8.4,3.9,2.1,4.1,2.3,0500000US05069
35,13.6,6.6,2.6,0.8,2.7,0.7,0500000US05071
36,12.3,3,1.9,0.5,1.8,0.4,0500000US05073
37,15.9,9.1,3,1.1,2.9,1.1,0500000US05075
38,15.3,4.2,2.7,0.4,2.9,0.7,0500000US05077
39,15.9,4.9,1.7,0.6,1.9,0.6,0500000US05079
40,17.6,5.2,2.3,0.4,2.4,0.4,0500000US05081
41,19.2,5.5,3.9,0.5,4,0.5,0500000US05083
42,18.5,15.6,2.8,2.3,2.9,2.4,0500000US05085
43,15.6,4.3,1.8,0.3,1.8,0.3,0500000US05087
44,11.8,6.2,1.9,0.9,2,0.9,0500000US05089
45,15.1,9.6,2.8,1.3,2.6,1.3,0500000US05091
46,15.5,8.5,2.5,0.9,2.6,1,0500000US05093
47,13.6,3.7,2.4,0.5,2.5,0.5,0500000US05095
48,13.7,4.2,2.1,0.3,2.1,0.3,0500000US05097
49,17.9,5.7,2.9,0.5,2.8,0.6,0500000US05099
50,0.7,0.2,0.1,0,0.1,0,0500000US05101
51,19.7,7.1,4.2,0.8,4.1,0.9,0500000US05103
52,20.3,6.5,3.4,0.3,3.2,0.3,0500000US05105
53,13.4,5.2,2.7,1.1,3,1.2,0500000US05107
54,16.3,4.5,2.7,0.2,2.8,0.2,0500000US05109
55,18,7.7,3.1,0.7,3,0.7,0500000US05111
56,17.3,8.2,3,0.9,2.9,0.9,0500000US05113
57,15.4,13.4,2.9,2.5,2.9,2.4,0500000US05115
58,10.3,3.3,1.9,0.4,1.9,0.4,0500000US05117
59,14.8,4.4,3.3,0.6,3.5,0.6,0500000US05039
60,18.6,16,2.4,2,2.5,2.1,0500000US05119
61,18.2,8.1,3.8,1,3.8,1,0500000US05121
62,12,5.2,2.5,0.6,2.5,0.6,0500000US05123
63,17.1,14.4,3.4,2.9,3.4,3,0500000US05125
64,15.2,4.3,2.4,0.3,2.5,0.3,0500000US05127
65,13,2.9,2.3,0.2,2.3,0.2,0500000US05129
66,18.6,13.2,3.2,2.1,3.2,2.1,0500000US05131
67,16.7,6.4,2.8,0.8,2.7,0.8,0500000US05133
68,17.2,5.6,3.4,0.4,3.4,0.4,0500000US05135
69,17.8,5.3,2.6,0.4,2.7,0.5,0500000US05137
70,18.8,8.4,3.1,0.9,3,1,0500000US05139
71,16.8,4.8,3.3,0.4,3.2,0.4,0500000US05141
72,17.6,16.4,2.4,2.3,2.5,2.5,0500000US05143
73,16.8,11.6,3.2,1.9,3.3,2,0500000US05145
74,9.5,2.7,2,0.5,1.9,0.4,0500000US05147
75,14.7,5.2,3.5,0.4,3.5,0.5,0500000US05149
1,16.8,15.8,2,1.8,2,1.8,0500000US08001
2,15.4,12.5,1.5,1.1,1.5,1,0500000US08003
3,19.4,18.6,2.5,2.5,2.5,2.4,0500000US08005
4,6.4,6.3,1.1,1.1,1.2,1.2,0500000US08007
5,13,3.6,2,0.4,2,0.4,0500000US08009
6,22,6.1,2.7,0.3,2.9,0.4,0500000US08011
7,20.2,20.1,2.9,2.9,2.9,2.8,0500000US08013
8,17.4,17.3,3.4,3.4,3.5,3.4,0500000US08014
9,16.1,15.1,2.3,2.2,2.4,2.3,0500000US08015
10,4.6,1,1.3,0.2,1.3,0.2,0500000US08017
11,9.6,9.5,0.9,0.9,0.9,0.9,0500000US08019
12,4.9,1.4,0.7,0.1,0.7,0.1,0500000US08021
13,1.6,0.6,0.2,0.1,0.2,0.1,0500000US08023
14,17.8,4.7,3.1,0.3,3.4,0.3,0500000US08025
15,6,5.9,1.2,1.1,1.1,1.1,0500000US08027
16,17,9.2,4,1.1,4.1,1,0500000US08029
17,18.7,17.6,2.2,1.9,2.2,1.9,0500000US08031
18,2.7,1.2,0.3,0,0.3,0,0500000US08033
19,14.4,14.4,3.5,3.5,3.4,3.4,0500000US08035
20,3.2,3.2,0.6,0.6,0.6,0.6,0500000US08037
21,15.7,14.4,3,2.5,3.1,2.8,0500000US08039
22,20,19.4,2.4,2.4,2.5,2.4,0500000US08041
23,23.5,13.7,3.3,1.6,3.6,1.4,0500000US08043
24,16,15.8,2.7,2.6,2.6,2.6,0500000US08045
25,8.1,8.1,1,1,1,1,0500000US08047
26,0.4,0.4,0.1,0.1,0.1,0.1,0500000US08049
27,7.6,7.5,1,1,0.7,0.7,0500000US08051
28,1.3,1.3,0.2,0.2,0.2,0.2,0500000US08053
29,9.1,4.4,1.5,0.4,1.5,0.4,0500000US08055
30,1.1,0.4,0,0,0,0,0500000US08057
31,19.1,18.8,3.2,3.1,3.1,3.1,0500000US08059
32,9.6,3.2,1.1,0.2,1.1,0.2,0500000US08061
33,16.9,14.1,2.1,1.1,2,1.2,0500000US08063
34,10.6,10.3,1.1,1.1,1.1,1,0500000US08065
35,11.1,11,2,2,2,2,0500000US08067
36,15.3,15.1,2.9,2.8,2.9,2.8,0500000US08069
37,13.5,5.3,2.7,0.4,2.6,0.4,0500000US08071
38,9.5,4.3,1.4,0.3,1.4,0.3,0500000US08073
39,24,16.4,2.4,1.1,2.4,1.2,0500000US08075
40,19.4,18.7,2.8,2.5,2.8,2.6,0500000US08077
41,2.7,2.6,0.2,0.2,0.2,0.2,0500000US08079
42,11.7,11.1,1.6,1.4,1.6,1.5,0500000US08081
43,15,14.7,2.6,2.5,2.7,2.6,0500000US08083
44,16.5,12.8,4.1,2.4,4,2.6,0500000US08085
45,18.3,16,2.2,1.3,1.9,1.3,0500000US08087
46,20.2,12.4,2.5,0.8,2.2,0.8,0500000US08089
47,7.1,7.1,2,2,1.6,1.6,0500000US08091
48,4.7,4.7,1.1,1.1,0.8,0.8,0500000US08093
49,23.4,16.9,2.7,1.1,2.3,1.2,0500000US08095
50,6,5.9,1.2,1.2,1.1,1.1,0500000US08097
51,14.8,9.7,2.1,0.5,2,0.6,0500000US08099
52,20.3,14,2.4,1.3,2.4,1.3,0500000US08101
53,7.1,6.9,1.3,1.2,1.2,1.2,0500000US08103
54,14.9,7,2.2,0.7,2.2,0.6,0500000US08105
55,5.3,5.3,0.7,0.7,0.7,0.7,0500000US08107
56,3.3,1.2,0.8,0.2,0.7,0.2,0500000US08109
57,1,1,0,0,0,0,0500000US08111
58,2.5,2.4,0.3,0.2,0.3,0.2,0500000US08113
59,20.8,6.1,2.9,0.6,2.9,0.6,0500000US08115
60,2.7,2.7,0.3,0.3,0.3,0.3,0500000US08117
61,11.6,11.5,1.7,1.7,1.6,1.6,0500000US08119
62,21.9,6.5,3.8,0.5,3.8,0.5,0500000US08121
63,15.1,14,2.4,2.1,2.3,2,0500000US08123
64,24.3,7.4,4.7,0.5,4.8,0.5,0500000US08125
1,17,16,2.2,2,2.2,2,0500000US10003
2,15.4,12.2,1.9,1.3,1.9,1.3,0500000US10005
3,18.4,15.6,2,1.5,2,1.5,0500000US10001
1,21.9,18,3.6,2.8,3.5,2.8,0500000US01001
2,14.3,11.1,2.9,2,2.7,1.9,0500000US01003
3,15.7,7.2,2.7,1.2,2.7,1.1,0500000US01005
4,19,7.2,3.4,0.7,3.3,0.7,0500000US01007
5,19.4,11.3,3.2,1.5,3.2,1.5,0500000US01009
6,13.1,4.1,2.5,0.6,2.4,0.6,0500000US01011
7,17.9,7.7,1.9,1.1,1.8,1,0500000US01013
8,19.4,13.3,2.8,1.6,2.8,1.7,0500000US01015
9,18.6,8.4,3.2,1,3.1,1,0500000US01017
10,14.1,4.4,2.5,0.4,2.5,0.4,0500000US01019
11,20.3,10.2,3.2,1.1,3.1,1.1,0500000US01021
12,18.7,5.5,3.9,0.7,3.8,0.7,0500000US01023
13,17.2,6.1,3.6,0.8,3.8,0.8,0500000US01025
14,20.1,5.8,3.8,0.6,3.8,0.6,0500000US01027
15,18.8,6,4.1,0.5,4.2,0.5,0500000US01029
16,17.1,11.5,3,1.8,3.1,2.1,0500000US01031
17,21,13.3,3.3,1.6,3.3,1.6,0500000US01033
18,14.2,4.8,2.5,0.5,2.6,0.5,0500000US01035
19,8.2,2.4,1.5,0.2,1.4,0.2,0500000US01037
20,19.3,6.8,3.6,0.8,3.5,0.8,0500000US01039
21,19.1,5.4,3.6,0.5,3.5,0.5,0500000US01041
22,19.9,11.3,2.8,1.4,2.7,1.4,0500000US01043
23,17.1,9.5,3.3,1.7,3.2,1.7,0500000US01045
24,18.1,8.1,2.6,1.1,2.5,1.2,0500000US01047
25,17.2,5.9,2.7,0.5,2.7,0.5,0500000US01049
26,17.5,15.6,3,2.9,3,2.9,0500000US01051
27,17.4,8.5,3.2,1.3,3.2,1.3,0500000US01053
28,20.2,12.2,3.1,1.5,3.1,1.7,0500000US01055
29,23.1,5.5,3.5,0.4,3.4,0.4,0500000US01057
30,20.4,5.9,4.3,0.6,4.1,0.7,0500000US01059
31,20.8,5.7,3.5,0.5,3.6,0.5,0500000US01061
32,11.2,3.9,3,0.8,2.8,0.8,0500000US01063
33,16.9,6.2,2,0.9,2.1,0.9,0500000US01065
34,16,8.7,3.3,1.4,3.2,1.7,0500000US01067
35,18.9,12.9,3.4,2,3.4,2.1,0500000US01069
36,19.3,10.5,3,1.2,3,1.2,0500000US01071
37,17.4,13.7,2.9,2,2.9,2.1,0500000US01073
38,21.9,5.6,3.5,0.6,3.4,0.6,0500000US01075
39,23.2,13.1,3.4,1.5,3.4,1.5,0500000US01077
40,23.7,8,4,0.9,4.2,1,0500000US01079
41,14,12.9,2.9,2.6,3.1,2.8,0500000US01081
42,17.7,15.4,2.6,2.2,2.6,2.2,0500000US01083
43,12.9,4.9,1.9,0.7,2,0.7,0500000US01085
44,14.1,4.6,2.7,0.6,2.9,0.7,0500000US01087
45,21.2,19.6,3.2,2.8,3.2,2.9,0500000US01089
46,15.6,5.8,2,0.7,2,0.6,0500000US01091
47,22.1,6.2,3.6,0.4,3.6,0.4,0500000US01093
48,20.1,14.6,2.4,1.5,2.4,1.6,0500000US01095
49,16.6,12.6,3.4,2.2,3.3,2.3,0500000US01097
50,16,6,3.3,0.8,3.3,0.9,0500000US01099
51,18,13.3,3,2.2,3,2.2,0500000US01101
52,21.8,16.1,3.3,2.2,3.2,2.1,0500000US01103
53,8.6,3.7,1.2,0.6,1.3,0.7,0500000US01105
54,20,6.5,4,0.9,3.9,0.9,0500000US01107
55,14.8,6.9,3,1.3,2.8,1.2,0500000US01109
56,16.1,6.5,3.4,0.7,3.6,0.6,0500000US01111
57,15.8,9.3,3,1.6,3,1.6,0500000US01113
58,19.6,15.2,2.8,2.1,2.8,2.1,0500000US01115
59,19.6,19.1,3.3,3.1,3.3,3.2,0500000US01117
60,8.6,3.6,1.8,0.5,1.9,0.6,0500000US01119
61,16.6,7.5,2.6,0.9,2.6,0.9,0500000US01121
62,16.7,10,3,1.5,3,1.5,0500000US01123
63,15.6,13.3,2.5,2,2.4,2,0500000US01125
64,10,4,2.4,0.6,2.4,0.6,0500000US01131
65,16.7,6.2,3.3,0.6,3.1,0.6,0500000US01133
66,19.2,7.8,3.2,0.8,3.2,0.9,0500000US01127
67,11.3,4.4,2.6,0.4,2.3,0.4,0500000US01129
1,13.6,4.5,2.4,0.4,2.5,0.4,0500000US13001
2,8.1,2.7,1.3,0.2,1.2,0.2,0500000US13003
3,13.1,5.7,3.3,1.4,3.4,1.3,0500000US13005
4,8.3,2.4,1.7,0.1,1.6,0.1,0500000US13007
5,8.9,6.3,2.1,1.5,2.1,1.5,0500000US13009
6,17.8,8.3,3,1.5,3.1,1.5,0500000US13011
7,12.9,12.8,3.3,3.3,3.4,3.4,0500000US13013
8,14.1,13.5,2.7,2.5,2.7,2.6,0500000US13015
9,15,5.8,3,1,3.1,0.9,0500000US13017
10,16.7,6.8,2.4,0.9,2.4,1,0500000US13019
11,12.6,4.5,2.6,0.4,2.6,0.4,0500000US13025
12,14.8,4.2,3.1,0.4,3.1,0.5,0500000US13027
13,9.4,7.9,3.3,2.9,3.4,3,0500000US13029
14,10.5,8.1,2.5,1.8,2.5,1.8,0500000US13031
15,13,4.7,1.3,0.4,1.2,0.5,0500000US13033
16,13,12.7,2.1,2,2.1,2.1,0500000US13035
17,6.5,2.6,1,0.5,1.1,0.5,0500000US13037
18,11.7,10.6,4.3,4,4.3,4,0500000US13039
19,14.4,5.7,3.5,0.4,3.6,0.4,0500000US13043
20,16.1,13.6,2.8,2.3,2.8,2.3,0500000US13045
21,15.2,13.3,3,2.5,3,2.5,0500000US13047
22,13.9,4.5,2.8,0.3,2.8,0.4,0500000US13049
23,6.5,3.7,2.4,1.9,2.6,1.7,0500000US13053
24,16.3,7.2,2.5,1.1,2.5,1.1,0500000US13055
25,13.3,13.1,3.6,3.5,3.5,3.5,0500000US13057
26,16,15.1,1.9,1.7,2,1.7,0500000US13059
27,9.4,2.8,2,0.4,2,0.4,0500000US13061
28,12.3,4.6,1.9,0.7,1.9,0.7,0500000US13065
29,14.3,14,3.6,3.5,3.3,3.3,0500000US13067
30,12.5,5.6,2.6,0.8,2.7,0.8,0500000US13069
31,15,6.3,2.4,0.7,2.4,0.7,0500000US13071
32,15.4,14.6,3.5,3.4,3.6,3.5,0500000US13073
33,15.1,7.5,2.2,0.9,2.1,0.9,0500000US13075
34,9.7,7,2.6,2,2.5,2,0500000US13079
35,15.8,6.3,3.4,0.9,3.5,0.8,0500000US13081
36,9.8,9.7,3,3,3.1,3.1,0500000US13085
37,15,7.6,2.6,0.8,2.5,0.9,0500000US13087
38,11.9,4.7,3.3,0.6,3.2,0.7,0500000US13091
39,8.6,2.5,1.4,0.4,1.6,0.5,0500000US13093
40,17,9.8,3.1,1.5,3.2,1.6,0500000US13095
41,11.3,3.9,2.4,0.5,2.5,0.6,0500000US13099
42,12.8,3.8,2.2,0.3,2.2,0.3,0500000US13101
43,17.5,6.9,3.3,0.9,3.2,0.9,0500000US13105
44,14.7,5.3,3.1,0.5,3,0.6,0500000US13107
45,11.4,4.2,2.3,0.4,2.3,0.4,0500000US13109
46,20.1,19.9,2.9,2.8,2.9,2.9,0500000US13113
47,16.2,13.5,2.8,2.2,2.8,2.1,0500000US13115
48,12.3,12.2,4.7,4.7,4.7,4.7,0500000US13117
49,13.3,12.2,2.7,2.4,2.6,2.3,0500000US13121
50,8.8,6.7,2.6,1.8,2.5,1.9,0500000US13123
51,12,8.8,2.1,1.5,2.2,1.6,0500000US13021
52,19.6,7.3,4.1,0.6,4.1,0.5,0500000US13023
53,10.6,7.1,3.3,2.4,3.3,2.5,0500000US13127
54,14.6,11,2.1,1.6,2.1,1.6,0500000US13129
55,15.1,6.4,2,0.8,2.2,0.8,0500000US13131
56,15,14.8,2.9,2.9,2.9,2.9,0500000US13135
57,13.1,9.8,3.2,2.4,3.1,2.4,0500000US13137
58,14.1,12.9,3.2,2.8,3.2,2.9,0500000US13139
59,20.4,9.2,4.4,1,4.2,1.1,0500000US13143
60,11.1,9.9,4.1,3.7,4,3.8,0500000US13145
61,23.1,7.6,3.1,0.4,3,0.4,0500000US13149
62,16.1,15.8,2.5,2.4,2.5,2.4,0500000US13151
63,16.4,14.8,3.1,2.8,3.2,2.9,0500000US13153
64,12.9,12.8,3.7,3.6,3.6,3.6,0500000US13157
65,12.4,10.3,2.5,2.1,2.5,2.1,0500000US13159
66,8.1,2.2,1.3,0.2,1.4,0.2,0500000US13165
67,14.9,4.5,2.9,0.4,2.8,0.4,0500000US13167
68,17.1,10.1,2.4,1.3,2.4,1.4,0500000US13171
69,13.2,5.4,1.9,0.5,1.9,0.5,0500000US13173
70,13.6,13,3.4,3.1,3.5,3.4,0500000US13177
71,7.6,7.2,3.4,3.2,3.3,3.1,0500000US13179
72,19.1,5.7,1.1,0.4,1.1,0.4,0500000US13181
73,11.7,11.6,3.6,3.6,3.7,3.6,0500000US13187
74,4,2.3,1.6,1.2,1.5,1,0500000US13191
75,9.7,3.4,1.9,0.5,2.1,0.5,0500000US13193
76,13.5,10.8,2.8,2.1,2.8,2.2,0500000US13195
77,16.7,6.5,3.2,1,3.2,1,0500000US13199
78,20.6,6.5,4.2,0.6,4.3,0.6,0500000US13201
79,15.2,8.7,2.3,1.8,2.3,1.8,0500000US13207
80,9.1,4.4,1.9,0.6,1.8,0.8,0500000US13209
81,13.3,11.6,2.4,1.8,2.4,1.9,0500000US13211
82,14.3,7.6,1.3,0.8,1.3,0.8,0500000US13213
83,14.9,10.7,3.1,1.9,3.2,2,0500000US13215
84,15.8,12.7,2.7,2,2.7,2,0500000US13217
85,13.5,13.3,3.9,3.9,4.1,4.1,0500000US13219
86,13.8,10.7,3.3,2.5,3.3,2.6,0500000US13221
87,16,15.8,3.1,3,3,3,0500000US13223
88,13.5,8.7,3.6,2.4,3.6,2.3,0500000US13225
89,11,9.7,2.3,2,2.2,2,0500000US13227
90,18.3,7.5,3.5,0.8,3.7,0.9,0500000US13229
91,18.9,12.8,2.6,1.5,2.6,1.5,0500000US13231
92,12.8,8.1,2.5,1.4,2.5,1.3,0500000US13233
93,8.5,5.2,3,1.7,3,2.2,0500000US13235
94,9.1,7,2.7,2.4,2.8,2.3,0500000US13237
95,9.5,4.6,2.1,0.9,2,0.9,0500000US13241
96,10.5,4.4,2.2,0.7,2.4,0.8,0500000US13243
97,15.4,11.5,1.9,1.6,2,1.7,0500000US13245
98,14.7,14.1,2,1.9,2,1.9,0500000US13247
99,12.8,4.9,3.2,0.8,3.2,0.8,0500000US13249
100,15.1,5.2,3.2,0.4,3.2,0.4,0500000US13251
101,13.9,5,2.4,0.4,2.4,0.4,0500000US13253
102,19.2,12.9,2.8,1.6,2.9,1.7,0500000US13255
103,12.9,9.4,2.4,1.7,2.5,1.8,0500000US13257
104,7.1,2.3,1.9,0.4,1.7,0.4,0500000US13259
105,18.8,8.4,4.3,2.2,4.6,2.4,0500000US13261
106,10.3,2.8,1.9,0.3,1.9,0.3,0500000US13263
107,14.9,4.4,2.6,0.6,2.6,0.6,0500000US13265
108,10,4.7,1.8,0.6,1.8,0.7,0500000US13267
109,10.1,3,2.4,0.5,2.2,0.4,0500000US13269
110,6.2,1.9,1.3,0.2,1.3,0.2,0500000US13271
111,13.6,5.8,2.6,0.8,2.8,0.7,0500000US13273
112,17.1,10.3,2.7,1.6,2.7,1.6,0500000US13275
113,15.7,11.9,2.1,1.3,2.1,1.3,0500000US13277
114,14.8,5.8,2.7,0.5,2.7,0.5,0500000US13279
115,12.6,7.7,3.1,1.8,3.1,2.1,0500000US13281
116,15.3,4.8,3.5,0.5,3.3,0.6,0500000US13283
117,16.4,11.3,3.1,2.2,3.1,2.1,0500000US13285
118,14.7,8.6,2.7,1.3,2.7,1.4,0500000US13287
119,9.1,4.8,2.3,1.4,2.3,1.3,0500000US13289
120,13.6,9.9,4.1,3.3,4.1,3.4,0500000US13291
121,19.9,11.4,2.5,1.3,2.6,1.3,0500000US13293
122,15.6,11.4,2.3,1.7,2.3,1.6,0500000US13295
123,15.5,13.1,3.5,3.1,3.4,3.1,0500000US13297
124,17.9,8.2,3.2,1,3.4,1,0500000US13299
125,16.3,4.8,3.5,0.7,3.5,0.7,0500000US13301
126,11.9,4.6,2.3,0.8,2.3,0.8,0500000US13303
127,17.6,6.2,3.3,0.6,3.3,0.6,0500000US13305
128,9.6,3.3,2.3,0.6,2.3,0.6,0500000US13307
129,6.7,2.2,1.7,0.3,1.7,0.3,0500000US13309
130,7.3,7.2,2.5,2.4,2.5,2.5,0500000US13311
131,13.6,10.4,1.6,1.3,1.6,1.2,0500000US13313
132,9.6,3.7,1.7,0.5,1.7,0.5,0500000US13315
133,13.7,4.2,2,0.3,2.2,0.3,0500000US13317
134,14.7,4.9,2.2,0.4,2,0.4,0500000US13319
135,7.5,1.9,1.5,0.2,1.5,0.2,0500000US13239
136,20,6.7,3.6,0.8,3.5,0.8,0500000US13321
137,16.1,15.4,3.2,3,3.1,3,0500000US13077
138,15,8.3,2.2,1,2.3,1,0500000US13083
139,16,15.3,2.1,1.9,2.1,1.9,0500000US13089
140,16.4,15.7,2.3,2.2,2.3,2.2,0500000US13097
141,10.3,9.6,3,2.9,3,2.9,0500000US13103
142,10.7,4.5,1.9,0.6,2,0.6,0500000US13111
143,15.4,6.9,2.5,0.9,2.4,0.9,0500000US13119
144,15.2,4,3,0.5,3,0.5,0500000US13125
145,11.9,8.9,3.4,2.5,4.3,3.5,0500000US13133
146,6.7,1.8,1.3,0.2,1.3,0.2,0500000US13141
147,13.5,9.1,2.7,1.9,2.8,1.9,0500000US13147
148,15.3,5.6,3.1,0.6,3,0.7,0500000US13155
149,14.8,5.9,3.4,0.5,3.4,0.5,0500000US13161
150,13.2,8.5,2.8,2.3,2.8,2.3,0500000US13169
151,14.3,7.4,1.4,1,1.5,1.1,0500000US13175
152,10.2,5.7,1.9,1,2.1,1,0500000US13183
153,16.9,7.7,1.6,1.1,1.7,1.3,0500000US13189
154,10.5,4,2,0.5,2,0.5,0500000US13197
155,16.2,5.8,2.8,0.6,2.9,0.7,0500000US13205
156,9,7.8,2.8,2.5,2.9,2.6,0500000US13051
157,15.5,5.5,3.1,0.5,3.4,0.6,0500000US13163
158,13.2,11.1,2.4,1.9,2.4,2,0500000US13063
159,14.1,11.3,2.6,1.9,2.6,2,0500000US13185
1,16.5,15.3,1.7,1.5,1.7,1.5,0500000US11001
1,15.2,14.3,2.7,2.4,2.7,2.5,0500000US12001
2,18.4,6.6,3.2,0.7,3.2,0.7,0500000US12003
3,9.3,8,2.5,2.2,2.4,2.2,0500000US12005
4,17.7,5.7,2,0.6,2.1,0.6,0500000US12007
5,14.1,11.4,4.2,3.6,4.3,3.8,0500000US12009
6,15.6,13.3,2.1,1.6,2.1,1.6,0500000US12011
7,14.6,4.2,1.9,0.3,2,0.3,0500000US12013
8,23.6,17.4,2.3,1.8,2.4,1.8,0500000US12015
9,24.6,12.7,4.6,1.8,4.6,1.8,0500000US12017
10,17.5,15.8,3.2,2.8,3.3,3,0500000US12019
11,17.4,15.2,1.7,1.5,1.8,1.6,0500000US12021
12,13.7,7.2,2.7,1.5,2.8,1.5,0500000US12023
13,16.4,6,2,0.6,2.2,0.5,0500000US12027
14,9.2,2.4,1.8,0.2,1.8,0.2,0500000US12029
15,11.3,9.2,3.7,3.3,3.6,3.3,0500000US12031
16,17.3,14.5,2.4,2.1,2.5,2.2,0500000US12033
17,13.9,10.4,4.7,4.3,4.6,4.2,0500000US12035
18,6.7,4.7,1.6,1,1.6,1,0500000US12037
19,12.7,6.1,1.7,1.5,1.8,1.5,0500000US12039
20,17.3,7.3,3,1.4,3.1,1.1,0500000US12041
21,10.9,3.1,0.9,0.3,0.9,0.3,0500000US12043
22,7.6,4.1,1.5,0.9,1.4,0.9,0500000US12045
23,12.9,3.8,2.5,0.5,2.8,0.5,0500000US12047
24,14.1,4.8,2.3,0.5,2.4,0.4,0500000US12049
25,7.9,5.6,1,0.7,1,0.8,0500000US12051
26,27.3,17.3,2.1,1.2,2,1.2,0500000US12053
27,23.5,10,2.9,0.8,3,0.9,0500000US12055
28,17.7,15.7,2,1.7,2,1.8,0500000US12057
29,10.4,6.4,1.5,1.3,1.4,1.3,0500000US12065
30,14.7,4.2,3.1,0.3,3.1,0.2,0500000US12067
31,16.2,11.6,3.2,2.6,3.1,2.6,0500000US12069
32,18.8,16.2,2.1,1.9,2.1,1.8,0500000US12071
33,13.8,12.6,3,2.9,2.9,2.8,0500000US12073
34,15.8,6.2,2.7,1,2.7,1,0500000US12075
35,9.7,3.1,0.7,0.3,0.7,0.3,0500000US12077
36,12.4,4.5,1.9,0.8,1.9,0.6,0500000US12079
37,19.6,14.9,2.2,1.6,2.2,1.7,0500000US12081
38,19.2,12.7,3.7,2.5,3.9,2.7,0500000US12083
39,19.4,15.5,2.2,1.8,2.2,1.9,0500000US12085
40,14.1,12,2,1.4,1.9,1.3,0500000US12086
41,9.7,9.1,1.5,1.3,1.5,1.3,0500000US12087
42,10.5,7.9,3.9,3.2,4.1,3.6,0500000US12089
43,15.3,14.6,2.9,2.7,2.8,2.7,0500000US12091
44,14,5.6,1.9,0.7,1.9,0.7,0500000US12093
45,13.3,12.5,2.4,2.2,2.4,2.2,0500000US12095
