,CRRALL,CRRINT,DAVG,DINTAVG,DRRALL,DRRINT,GEO_ID
4,31.5,12.3,3.6,1.2,3.5,1.2,0500000US01007
5,33.2,20.6,2.9,1.3,2.9,1.3,0500000US01009
6,27.2,9.9,3.1,0.5,3.2,0.5,0500000US01011
7,31.7,13.1,3.1,0.4,3.2,0.4,0500000US01013
8,33.2,23.3,2.1,1,2.1,1,0500000US01015
9,31.8,15.1,2.9,0.7,2.7,0.8,0500000US01017
10,22.7,6.9,2.4,0.3,2.4,0.3,0500000US01019
11,32.6,16.9,3.1,1.2,3.1,1.2,0500000US01021
12,31.3,8.8,3.3,0.3,3.3,0.3,0500000US01023
13,30.5,11.1,2.7,0.5,2.8,0.6,0500000US01025
14,32.8,9.9,3.8,0.5,3.7,0.5,0500000US01027
15,30.2,9.4,3.2,0.4,3.2,0.5,0500000US01029
16,30.6,22.1,2.1,1.1,2.1,1.2,0500000US01031
17,33.9,22,2.1,1,2.1,1,0500000US01033
18,26.9,7.9,3.1,0.3,3.2,0.4,0500000US01035
19,14,4.8,1.8,0.6,1.7,0.6,0500000US01037
20,31.3,10.9,3.3,0.6,3.2,0.6,0500000US01039
21,30,9.3,2.6,0.5,2.7,0.5,0500000US01041
22,31.9,18.8,3,1.4,3,1.4,0500000US01043
23,29.7,18.4,2.2,1,2.1,1,0500000US01045
24,33,13.6,3,0.5,3.1,0.6,0500000US01047
25,27.1,9.2,2.4,0.5,2.6,0.4,0500000US01049
26,33.2,30.2,2.1,1.7,2,1.7,0500000US01051
27,30.8,15.5,2.7,0.7,2.7,0.7,0500000US01053
28,34.6,22.1,2.5,1,2.5,1.1,0500000US01055
29,35.4,9.2,3.3,0.4,3.3,0.4,0500000US01057
30,31.8,9.2,3,0.5,2.9,0.5,0500000US01059
31,31.7,9.3,2.6,0.6,2.6,0.6,0500000US01061
32,22.3,8.1,3,0.6,2.9,0.5,0500000US01063
33,30,11.3,2.9,0.6,2.9,0.6,0500000US01065
34,27.6,16.3,2.3,0.8,2.1,0.9,0500000US01067
35,32.3,23,2,1.1,2,1.2,0500000US01069
36,30.8,17,2.5,0.9,2.5,0.9,0500000US01071
37,32.7,25.8,2.6,1.3,2.6,1.4,0500000US01073
38,33,9.4,3.1,0.4,3.1,0.4,0500000US01075
39,36.1,21.1,2.3,0.8,2.3,0.9,0500000US01077
40,37,12.1,3,0.5,3,0.6,0500000US01079
41,28.8,26.7,1.7,1.4,1.7,1.5,0500000US01081
42,30.1,26.8,1.5,1.2,1.5,1.2,0500000US01083
43,26.6,10.2,3.6,0.4,3.5,0.4,0500000US01085
44,26,9.6,2.7,0.7,2.7,0.7,0500000US01087
45,37.8,35.1,2,1.6,1.9,1.6,0500000US01089
46,27.8,10.5,2.8,0.5,2.8,0.6,0500000US01091
47,33.6,9.7,3.2,0.7,3.2,0.8,0500000US01093
48,31.7,23.7,2,1.1,1.9,1.1,0500000US01095
49,31,23.6,2.3,1.1,2.1,1.2,0500000US01097
50,28.6,10.9,2.3,0.4,2.4,0.4,0500000US01099
51,33.4,24.8,2.5,1.2,2.5,1.2,0500000US01101
52,36.4,27.2,2.4,1.2,2.4,1.3,0500000US01103
53,17,8,1.6,0.4,1.7,0.4,0500000US01105
54,33.5,11.6,3.5,0.6,3.5,0.6,0500000US01107
55,25.4,12.8,2.3,0.7,2.4,0.7,0500000US01109
56,27,11,2.6,0.6,2.7,0.6,0500000US01111
57,29.8,17.7,2.7,0.9,2.7,0.9,0500000US01113
58,35.1,28.2,2.4,1.5,2.4,1.5,0500000US01115
59,37.8,36.9,2,1.8,2,1.9,0500000US01117
60,17.4,7.1,1.9,0.4,2.2,0.5,0500000US01119
61,28.9,13.9,3.4,1.2,3.3,1.2,0500000US01121
62,29.4,18.8,2.6,1.2,2.5,1.2,0500000US01123
63,29.4,25.2,2,1.3,1.9,1.3,0500000US01125
64,20.6,8.2,2.3,0.6,2.3,0.6,0500000US01131
65,26.3,10.4,2.6,0.6,2.4,0.6,0500000US01133
66,30.4,13.1,3,0.9,2.9,0.8,0500000US01127
67,20.3,7.7,2.5,0.5,2.3,0.5,0500000US01129
1,23.9,8.1,3.3,1.2,3.3,1.1,0500000US13001
2,13.8,5.6,1.7,0.8,1.4,0.6,0500000US13003
3,25.4,12.3,3.2,1.3,3.4,1.3,0500000US13005
4,16.8,6.2,2.4,0.9,2.2,0.8,0500000US13007
5,21,16.4,1.9,1.3,1.9,1.3,0500000US13009
6,31.3,16,3,1,3,1,0500000US13011
7,30.5,30.3,2,2,2,2,0500000US13013
8,28.2,27.1,1.5,1.3,1.4,1.3,0500000US13015
9,25.7,11.5,2.8,1.3,2.9,1.3,0500000US13017
10,26.5,12.5,2.4,1.3,2.4,1.3,0500000US13019
11,22.5,9.4,2.6,1.2,2.6,1.1,0500000US13025
12,25.3,9.2,3,1.3,2.9,1.2,0500000US13027
13,27.5,25.1,2.7,2.4,2.8,2.4,0500000US13029
14,22.2,18.2,1.7,1.2,1.7,1.2,0500000US13031
15,23.8,9.2,2.9,0.6,2.9,0.7,0500000US13033
16,25.3,24.8,1.4,1.4,1.4,1.4,0500000US13035
17,13,6,1.3,0.5,1.3,0.5,0500000US13037
18,29,27.2,2.1,2,2.1,1.9,0500000US13039
19,25.2,9.7,2.3,0.6,2.3,0.6,0500000US13043
20,29.9,26,1.9,1.5,1.9,1.5,0500000US13045
21,30.6,27.6,1.9,1.6,1.9,1.6,0500000US13047
22,25,9.2,3.6,1.4,3.6,1.4,0500000US13049
23,18.3,13.7,1.7,1.4,1.6,1.2,0500000US13053
24,28.1,12.2,2.7,0.6,2.8,0.6,0500000US13055
25,29.6,29.4,1.6,1.6,1.6,1.6,0500000US13057
26,26.7,25.3,1.4,1.2,1.4,1.2,0500000US13059
27,16.1,5.9,1.6,0.5,1.6,0.5,0500000US13061
28,20.5,8.4,2,0.8,2.2,1,0500000US13065
29,30.4,29.8,2,1.9,1.9,1.9,0500000US13067
30,24.4,11.6,3.3,1.4,3.3,1.4,0500000US13069
31,27.8,13.3,3.6,1.7,3.6,1.7,0500000US13071
32,32.7,31.5,2.2,2.1,2.3,2.1,0500000US13073
33,26.2,14.2,2.8,1.3,2.7,1.3,0500000US13075
34,21.9,17.6,1.9,1.4,1.9,1.4,0500000US13079
35,27.5,10.8,2.6,0.6,2.6,0.6,0500000US13081
36,24.5,24.4,1.5,1.5,1.6,1.6,0500000US13085
37,26.5,13.8,3.2,1.2,3.1,1.3,0500000US13087
38,23.4,10,2.7,0.7,2.6,0.7,0500000US13091
39,15.6,5.4,1.5,0.4,1.6,0.4,0500000US13093
40,32.8,20.4,2.9,1.1,2.8,1.2,0500000US13095
41,20.6,8.4,1.9,0.7,2,0.7,0500000US13099
42,21.5,6.9,2.5,0.9,2.6,1,0500000US13101
43,29.5,11.7,3.2,0.6,3.2,0.6,0500000US13105
44,24.9,9.3,2.5,0.6,2.5,0.6,0500000US13107
45,21.2,8.5,2.2,0.5,2.2,0.5,0500000US13109
46,37.1,36.8,1.6,1.6,1.6,1.6,0500000US13113
47,29,24.3,1.8,1.3,1.9,1.2,0500000US13115
48,33.3,33.2,2.2,2.2,2.3,2.3,0500000US13117
49,27.4,25.4,2.1,1.7,2,1.7,0500000US13121
50,19.3,16.2,1.4,1,1.3,1.1,0500000US13123
51,24.9,18.5,2.2,1.2,2.3,1.2,0500000US13021
52,31.8,11.5,3.1,0.5,3.1,0.6,0500000US13023
53,27.1,21.2,2.8,1.9,2.7,1.9,0500000US13127
54,27,21,2,1.2,2,1.2,0500000US13129
55,26.5,12.3,3,1.2,3.1,1.2,0500000US13131
56,30.7,30.4,1.9,1.9,1.9,1.9,0500000US13135
57,26.7,21.5,1.9,1.2,1.9,1.2,0500000US13137
58,28.7,26.8,1.9,1.6,1.9,1.6,0500000US13139
59,33.3,16.8,3.3,1.6,3.3,1.7,0500000US13143
60,30.1,27.8,2.4,1.9,2.3,2,0500000US13145
61,37.3,13.2,4.6,1.8,4.7,1.8,0500000US13149
62,31.6,31.1,1.8,1.7,1.8,1.7,0500000US13151
63,32.8,30.1,2.1,1.8,2.2,1.9,0500000US13153
64,30.2,30,1.8,1.8,1.8,1.7,0500000US13157
65,25.1,21.6,1.9,1.4,1.9,1.5,0500000US13159
66,13.6,4,1.5,0.2,1.4,0.3,0500000US13165
67,25.8,8,3.4,0.6,3.3,0.6,0500000US13167
68,31.3,19.1,3.6,1.8,3.2,1.7,0500000US13171
69,23.3,11.1,3,1.7,3.1,1.8,0500000US13173
70,31.1,29.9,2.3,1.9,2.1,2,0500000US13177
71,24.6,23.7,2.2,2,2.1,2,0500000US13179
72,30.1,8.9,3.2,0.6,3.1,0.6,0500000US13181
73,27.6,27.4,1.7,1.7,1.8,1.8,0500000US13187
74,10.5,7.5,1.3,0.9,1.3,0.9,0500000US13191
75,18.6,6.9,1.9,0.6,2.1,0.6,0500000US13193
76,26.7,21.8,2,1.2,1.9,1.2,0500000US13195
77,29.9,12.8,3.4,1.1,3.4,1.2,0500000US13199
78,32.7,11.2,3.7,1.2,3.8,1.2,0500000US13201
79,29.6,18.4,2.8,1.2,2.8,1.3,0500000US13207
80,18.3,10.8,1.8,0.8,1.7,0.9,0500000US13209
81,26.2,23.3,1.9,1.4,1.9,1.5,0500000US13211
82,24.6,13.1,2.3,0.8,2.3,0.8,0500000US13213
83,29.4,21.7,2.3,1.2,2.3,1.3,0500000US13215
84,30.1,25,2.2,1.5,2.2,1.5,0500000US13217
85,32.5,32.3,1.6,1.6,1.8,1.7,0500000US13219
86,26.9,21.5,2.2,1.1,2,1.1,0500000US13221
87,32.2,32,1.7,1.7,1.6,1.6,0500000US13223
88,28.1,19.7,2.4,1.3,2.4,1.2,0500000US13225
89,21.6,19.2,1.6,1.2,1.5,1.1,0500000US13227
90,31.8,13.9,3.9,1.7,4,1.8,0500000US13229
91,31.5,22.2,2.6,1.6,2.6,1.6,0500000US13231
92,22.6,15.1,1.9,1.2,1.9,1.2,0500000US13233
93,21,15.3,2.5,1.2,2.2,1.3,0500000US13235
94,22.4,19,1.7,1.4,1.8,1.4,0500000US13237
95,16.8,9.3,1.5,0.5,1.4,0.5,0500000US13241
96,19.6,8.3,2.4,0.9,2.7,1,0500000US13243
97,28.5,21.7,2.3,1.2,2.2,1.3,0500000US13245
98,26.2,25,1.5,1.3,1.5,1.3,0500000US13247
99,20.9,8.2,1.5,0.3,1.4,0.3,0500000US13249
100,25.4,9.4,2.5,0.6,2.4,0.7,0500000US13251
101,21.5,8.6,2.5,0.9,2.4,0.9,0500000US13253
102,33,22.8,2.8,1.6,2.7,1.6,0500000US13255
103,24.6,19.1,1.7,1.1,1.7,1.1,0500000US13257
104,13.8,4.8,2,0.4,1.8,0.4,0500000US13259
105,32.7,16.2,3,1.3,3.2,1.4,0500000US13261
106,18.1,5.6,2.2,0.6,2.1,0.5,0500000US13263
107,23.2,6.8,2.6,0.4,2.6,0.4,0500000US13265
108,18.8,10.2,1.7,0.6,1.7,0.7,0500000US13267
109,17.8,5.5,2.1,0.5,2,0.5,0500000US13269
110,12.7,4.8,1.4,0.3,1.5,0.4,0500000US13271
111,25.1,11.6,2.3,0.9,2.7,1,0500000US13273
112,29.9,18.8,2.9,1.5,2.9,1.5,0500000US13275
113,27.3,21.1,2.2,1.3,2.3,1.4,0500000US13277
114,25.9,10.8,2.3,0.7,2.3,0.7,0500000US13279
115,23.3,16.2,1.5,0.7,1.4,0.8,0500000US13281
116,25.9,9,2.5,0.3,2.4,0.4,0500000US13283
117,30.8,22.2,2.7,1.6,2.8,1.6,0500000US13285
118,26.7,16.7,2.7,1.4,2.6,1.3,0500000US13287
119,19.4,11.9,1.8,1,2,0.9,0500000US13289
120,27.8,22.4,1.6,1.1,1.6,1.1,0500000US13291
121,33.8,19.8,3.7,1.4,3.5,1.5,0500000US13293
122,27.9,21.1,1.7,1,1.7,1,0500000US13295
123,31.9,28.1,2.2,1.7,2.2,1.7,0500000US13297
124,31.3,15.7,3.3,1.5,3.5,1.7,0500000US13299
125,28.4,7.9,3.1,0.4,3.1,0.4,0500000US13301
126,23.4,10.6,2.7,0.8,2.7,0.9,0500000US13303
127,30.3,11.3,4,1.8,4,1.7,0500000US13305
128,20.5,7.5,2.2,0.5,2.2,0.5,0500000US13307
129,11.7,4.7,1.1,0.4,1.1,0.4,0500000US13309
130,19.5,19.3,1.3,1.2,1.3,1.3,0500000US13311
131,24.1,18.6,1.8,1.1,1.8,1.1,0500000US13313
132,18.4,8.1,1.9,0.6,2,0.6,0500000US13315
133,23.6,7.6,2.5,0.3,2.6,0.3,0500000US13317
134,25.5,8.7,3.2,0.6,3.2,0.6,0500000US13319
135,12.9,4,1.3,0.3,1.3,0.3,0500000US13239
136,32.9,12.2,3.4,1.2,3.5,1.3,0500000US13321
137,32.6,31.6,1.8,1.7,1.8,1.7,0500000US13077
138,26.1,13.4,2.4,0.7,2.4,0.7,0500000US13083
139,28.6,27.3,1.7,1.5,1.7,1.5,0500000US13089
140,30,29,1.6,1.5,1.6,1.5,0500000US13097
141,26.1,24.8,2,2,2.2,2,0500000US13103
142,17.6,8.2,1.2,0.4,1.2,0.4,0500000US13111
143,26.7,12.6,2.7,0.8,2.7,0.8,0500000US13119
144,26.7,6.9,2.4,0.5,2.4,0.5,0500000US13125
145,28,22.5,2.4,1.1,2.4,1.3,0500000US13133
146,11.8,3.6,1.5,0.4,1.5,0.4,0500000US13141
147,27,19.8,2,1.3,2.1,1.4,0500000US13147
148,26.6,10.5,3.5,1.3,3.5,1.3,0500000US13155
149,26.7,10.4,3.8,1.3,3.8,1.4,0500000US13161
150,28.7,20.6,2.4,1.4,2.5,1.3,0500000US13169
151,26.4,14.7,2.6,1,2.6,1,0500000US13175
152,20.1,13.1,1.8,1.2,2.1,1.3,0500000US13183
153,31.2,14.5,3.1,0.7,3,0.7,0500000US13189
154,17.6,6.4,1.7,0.3,1.7,0.3,0500000US13197
155,30.4,11.2,4.2,1.3,4.1,1.2,0500000US13205
156,25.5,23.2,2.5,2,2.4,2,0500000US13051
157,27.2,9.2,3,0.6,3,0.6,0500000US13163
158,27.6,24,2.2,1.7,2.2,1.6,0500000US13063
159,26.4,21.8,2.1,1.4,2,1.4,0500000US13185
1,27.5,25.3,1.8,1.5,1.8,1.5,0500000US11001
1,29.6,27.9,2.4,2.1,2.3,2.1,0500000US12001
2,30.2,11.8,3.5,1.5,3.5,1.5,0500000US12003
3,20.4,18.4,1.4,1.2,1.4,1.2,0500000US12005
4,30.5,10.7,3.7,1.3,3.7,1.3,0500000US12007
5,33.4,29.2,2.4,2,2.4,2,0500000US12009
6,27.7,23.9,2.1,1.7,2.1,1.6,0500000US12011
7,23.2,7.7,2.6,1.1,2.5,1,0500000US12013
8,36.2,27.3,2.8,2,2.8,2,0500000US12015
9,39.6,21.9,3.4,1.8,3.4,1.8,0500000US12017
10,33.7,31.1,2.5,2.2,2.5,2.3,0500000US12019
11,27.7,24.5,1.7,1.5,1.7,1.5,0500000US12021
12,28.1,17.2,3.1,1.9,3.2,1.8,0500000US12023
13,24.9,9.7,2.2,0.9,2.2,0.8,0500000US12027
14,14.9,3.8,1.6,0.4,1.6,0.5,0500000US12029
15,30.6,26.6,3,2.3,2.9,2.3,0500000US12031
16,30.2,25.7,2,1.5,2,1.5,0500000US12033
17,35,29.4,2.5,2,2.6,2,0500000US12035
18,12.1,9.4,1,0.7,1,0.7,0500000US12037
19,27.6,16,3.2,1.3,3.1,1.3,0500000US12039
20,30.1,14.1,3.1,1.6,3.3,1.5,0500000US12041
21,16.6,5.1,1.8,0.6,1.8,0.6,0500000US12043
22,13.8,8.5,1.5,0.9,1.4,0.8,0500000US12045
23,23.2,8.1,3,0.9,3,0.9,0500000US12047
24,22.2,8.1,2.2,0.6,2.2,0.6,0500000US12049
25,15.5,11.7,1,0.7,1.1,0.7,0500000US12051
26,39.3,25.7,2.7,1.7,2.7,1.7,0500000US12053
27,34.9,15.7,2.9,1.3,3,1.3,0500000US12055
28,30.7,27.6,2.1,1.7,2.1,1.7,0500000US12057
29,22.8,15.7,2.2,1.4,2.1,1.3,0500000US12065
30,23.6,7,2.7,0.9,2.6,0.9,0500000US12067
31,32.2,24.6,2.5,1.7,2.5,1.7,0500000US12069
32,30.5,26.6,2.1,1.7,2.1,1.7,0500000US12071
33,28.8,26.8,2.1,1.7,2,1.7,0500000US12073
34,27.5,12,3,1.3,3,1.3,0500000US12075
35,15.5,5.4,1.9,0.7,1.8,0.7,0500000US12077
36,23.3,9.4,3,1,3.1,0.9,0500000US12079
37,31.2,24.4,2.1,1.4,2,1.4,0500000US12081
38,35.3,25,3,1.8,3,1.8,0500000US12083
39,33.4,27.6,2.4,1.8,2.3,1.8,0500000US12085
40,24.7,20.9,1.9,1.4,1.8,1.3,0500000US12086
41,20.2,19.1,1.5,1.4,1.5,1.4,0500000US12087
42,28.6,24.4,2.5,1.9,2.4,2,0500000US12089
43,27.9,26.8,1.6,1.4,1.5,1.4,0500000US12091
